ASV	BLAST_Top1_Accession	BLAST_Top1_TaxID	BLAST_Top1_Evalue	BLAST_Top1_Bitscore	BLAST_Top1_Pident	BLAST_Top1_Qcovus	BLAST_Top1_AlignmentLength	BLAST_AmbiguousTopHit	BLAST_SelectionStatus	BLAST_Top1_Kingdom	BLAST_Top1_Phylum	BLAST_Top1_Class	BLAST_Top1_Order	BLAST_Top1_Family	BLAST_Top1_Genus	BLAST_Top1_Species	BLAST_Top2_Accession	BLAST_Top2_Species	BLAST_Top2_Evalue	BLAST_Top2_Bitscore	BLAST_Top2_Pident	BLAST_Top2_Qcovus	BLAST_Top2_AlignmentLength
49bcc97c03a0653cb80f79c2c5f8b19a	NR_119386	42374	3.1700000000000003e-144	508.0	100.0	100	281	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida_dubliniensis							
4b5579bef6f79e98d1ff9397bb7673ce	NR_191198	2952681	1.38e-155	545.0	99.344	100	305	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis_rhombisporoides							
4c1a21b88f8f585d285a06ad0af7725c	NR_111674	1134119	6.98e-140	493.0	99.291	100	282	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_mallochii							
51a98b7c5c93c54bda10caad99c364b6	NR_175192	2908110	8.55e-152	533.0	99.333	100	300	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phlebiopsis	Phlebiopsis_odontoidea							
55e72fb625f146ef1f9405078ed9eb83	NR_111348	5061	1.35e-142	503.0	99.644	100	281	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_niger	NR_137513	Aspergillus_welwitschiae	1.35e-142	503.0	99.644	100	281
5e2c12eecbfdf3fff3b2b65482b499c7	NR_121481	746128	1.1e-143	506.0	100.0	100	280	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus							
6401d7680fa55a18a47abe7d71030afd	NR_130691	5478	1.26e-136	482.0	100.0	100	267	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus							
6a5dc5c1af3f771d468b04f61b6916d3	NR_121481	746128	5.69e-141	498.0	99.643	100	280	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus							
7040a2dcaf918f6a747f01f90867b3ea	NR_077145	5076	0.0	632.0	100.0	100	350	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	NR_103695	Penicillium_flavigenum	0.0	632.0	100.0	100	350
71859ab7f1603ff9b3d59324e492f605	NR_154752	129131	4.69e-142	501.0	99.643	100	280	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_debeurmannianum							
73893c73559817285246302cf5b1f21a	NR_077145	5076	1.35e-142	503.0	99.644	100	281	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	NR_103695	Penicillium_flavigenum	1.35e-142	503.0	99.644	100	281
77af6915246bc6753bf0513efd3804c2	NR_077145	5076	3.1700000000000003e-144	508.0	100.0	100	281	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	NR_103695	Penicillium_flavigenum	3.1700000000000003e-144	508.0	100.0	100	281
780933a320c8e557970d7d3bb1a87d12	NR_130691	5478	1.6800000000000001e-167	585.0	100.0	100	324	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus							
7ab51b82ee043df208fbd659506c728d	NR_130690	1328300	1.35e-142	503.0	99.644	100	281	False	candidate_available	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_keratoplasticum	NR_170733	Fusarium_tonkinense	1.64e-141	499.0	99.288	100	281
7e03bd761487711a8890e1e88b07b30a	NR_077145	5076	1.97e-140	496.0	99.639	100	277	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	NR_103695	Penicillium_flavigenum	1.97e-140	496.0	99.639	100	277
874450a33ecf28c395b152e094cbba5c	NR_175033	798071	2e-140	496.0	99.639	99	277	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma_chrysanthemicola							
8ac0b9cd95572afa972fdb20098f4502	NR_119855	70808	3.86e-143	504.0	100.0	99	279	True	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium_tenuissimum	NR_152267	Cladosporium_oxysporum	3.86e-143	504.0	100.0	99	279
8c4c1e27aeb937396303d685b8e472a5	NR_120178	1290441	4.27e-149	524.0	100.0	100	290	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Trechisporales	unclassified_Trechisporales_family	Sistotremastrum	Sistotremastrum_guttuliferum							
905456212b0753912cb440d99f46a06a	NR_119729	643907	3.1700000000000003e-144	508.0	100.0	100	281	True	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium_colombiae	NR_119730	Cladosporium_pini-ponderosae	3.1700000000000003e-144	508.0	100.0	100	281
91a7fbfb6202e3edbe0a45f2865e19c8	NR_171595	1974180	8.41e-139	490.0	99.281	100	278	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_adpressus							
94582dfd0163256b9ba66b217191b5d7	NR_125332	5476	3.1700000000000003e-144	508.0	100.0	100	281	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida_albicans							
9cfae492e1e3f63b413eb2f4f1d5eee6	NR_171716	1508279	1.35e-142	503.0	99.644	100	281	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophaeosphaeria	Setophaeosphaeria_badalingensis	NR_171715	Setophaeosphaeria_hemerocallidis	1.64e-141	499.0	99.288	100	281
a0f0fd169551be4f1d94ff06f51c2ca9	NR_121257	69793	2.09e-179	625.0	99.43	100	351	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_baarnense	NR_172392	Penicillium_caprifimosum	2.09e-179	625.0	99.43	100	351
a0fd778266947c5a5022b199532692d2	NR_121332	470172	3.14e-131	464.0	99.237	100	262	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium_ossifragi							
a18789fb47a3a707fd63fa3b4051fac8	NR_130682	5207	3.1700000000000003e-144	508.0	100.0	100	281	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	NR_171785	Cryptococcus_neoformans	3.1700000000000003e-144	508.0	100.0	100	281
a57df8b2e0da91707ca7aa14a715eb9d	NR_153310	230603	0.0	735.0	99.045	100	419	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_uvarum	NR_111354	Saccharomyces_mikatae	0.0	731.0	99.045	100	419
a5d3ae1fbaa69186a9e9039292c6e302	NR_131315	4909	1.7000000000000002e-167	586.0	99.694	100	327	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Pichia	Pichia_kudriavzevii							
a646a4b4217efc3e6f6ac3b8179fb986	NR_077145	5076	4.7e-142	501.0	99.645	100	282	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	NR_103695	Penicillium_flavigenum	4.7e-142	501.0	99.645	100	282
a9f744b1b96b43b37db5e221ec38c5db	NR_126116	36080	1.35e-142	503.0	99.644	100	281	False	candidate_available	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_circinelloides							
ad9491bf7adf542567e36638860807a3	NR_130667	129132	0.0	634.0	100.0	100	351	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	NR_073246	Cutaneotrichosporon_mucoides	2.09e-179	625.0	99.43	100	351
adf520abcc93fe7b164b08de9cfcbaf6	NR_189918	3062332	1.46e-135	480.0	99.627	100	268	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_intercalariosporum							
aea3e03e30b06124e1d93a28dd05f1e6	NR_119729	643907	1.64e-141	499.0	99.288	100	281	True	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium_colombiae	NR_119730	Cladosporium_pini-ponderosae	1.64e-141	499.0	99.288	100	281
b001fb61dd6f4db8b22dc8eeb9e3677e	NR_103583	76777	3.99e-169	590.0	100.0	100	327	False	candidate_available	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_sympodialis							
b52eda8a4baa1b15ac8ec4d7522abcc8	NR_136959	86828	2.44e-152	535.0	99.666	100	299	False	candidate_available	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces_ruberrimus							
b68330710b2ee120d528ed1888de0c19	NR_077145	5076	1.62e-141	499.0	100.0	99	276	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	NR_103695	Penicillium_flavigenum	1.62e-141	499.0	100.0	99	276
b7af39848139236f0e6c6b805ac1e03a	NR_121481	746128	5.69e-141	498.0	99.643	100	280	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus							
b84c5ce7ffdb045632be2f6b94323dfe	NR_130667	129132	6.87e-140	494.0	99.64	100	278	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis							
ba77eab3ca5230db545c4244103dd446	NR_130667	129132	2.72e-171	598.0	100.0	100	331	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	NR_073246	Cutaneotrichosporon_mucoides	1.41e-168	589.0	99.396	100	331
c0447e340233bf2670ca6ce846b113ed	NR_130682	5207	1.35e-142	503.0	99.644	100	281	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	NR_171785	Cryptococcus_neoformans	1.35e-142	503.0	99.644	100	281
c2b6527533c45ea91cdbd09c67e14420	NR_121299	5074	2.89e-138	489.0	99.636	100	275	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_brevicompactum							
c3ac7f9b16a282464bcef99f9a81543e	NR_077145	5076	6.87e-140	494.0	99.64	100	278	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	NR_103695	Penicillium_flavigenum	6.87e-140	494.0	99.64	100	278
c41d0d22037e23e4eb1db6f53cd44bea	NR_130682	5207	1.35e-142	503.0	99.644	100	281	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	NR_171785	Cryptococcus_neoformans	1.35e-142	503.0	99.644	100	281
c49d0b7026b426e0ba1f838a9273ebf6	NR_136959	86828	5.74e-154	540.0	100.0	100	299	False	candidate_available	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces_ruberrimus							
c62cc042cc6a67f6ea1ed71ffd87d7c0	NR_121481	746128	1.63e-141	499.0	100.0	99	276	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus							
c8505e875d51d986f896f036a5e618b9	NR_130691	5478	3.4200000000000008e-59	224.0	100.0	99	124	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus							
cba7e2526abc568cdf9b74db64253fcd	NR_073296	5537	1.83e-160	562.0	100.0	100	311	False	candidate_available	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula_mucilaginosa							
cbc3861eff42f4b8102fa7270debb33b	NR_111257	4950	0.0	636.0	100.0	100	352	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora	Torulaspora_delbrueckii							
d121c3d0e035fe1d0b878d54314a0f3f	NR_119812	70558	1.35e-142	503.0	99.644	100	281	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_sumatraense	NR_198469	Penicillium_qii	1.64e-141	499.0	99.288	100	281
d15f326e40dfa3b854e7a256318ec321	NR_121299	5074	3.1700000000000003e-144	508.0	100.0	100	281	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_brevicompactum	NR_138336	Penicillium_kongii	3.1700000000000003e-144	508.0	100.0	100	281
d3cf17e7ddaf0b1aea15774633f30129	NR_103568	106018	2.95e-151	532.0	99.663	100	297	False	candidate_available	Eukaryota	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium_slooffiae							
d45c1f3a09c64a4db63e989bea16782a	NR_165941	37769	0.0	661.0	99.464	99	373	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_gattii	NR_171785	Cryptococcus_neoformans	0.0	660.0	99.728	99	368
d6c8b47cc1bb5f8553022804cd24cea0	NR_111257	4950	0.0	631.0	99.716	100	352	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora	Torulaspora_delbrueckii							
da3dbb64be8691d27645aa7b82caeba7	NR_121481	746128	1.33e-142	502.0	100.0	100	278	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus							
dbe4c02721914378ee2ed8912a91d64e	NR_111042	5412	3e-164	575.0	99.688	100	321	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium_capitatum							
dd8b84b6c87fcecf8df76050b70b6a2e	NR_173318	2843180	3.53e-150	527.0	100.0	100	292	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Candolleomyces	Candolleomyces_subminutisporus							
ddc938d077e73fa80d60433ea0f065b1	NR_121481	746128	1.34e-142	502.0	100.0	99	278	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus							
deaa18d8f1f0a68e77236fd060313b09	NR_189918	3062332	1.35e-142	503.0	99.644	100	281	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_intercalariosporum							
e0e9522799898c83f9f0e45ef54fe8b0	NR_138276	241526	9.72e-171	597.0	99.112	100	338	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida_africana							
e112c29f1d4d30f93d6a4f997da66225	NR_168250	2710530	1.64e-141	499.0	99.288	100	281	False	candidate_available	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Leptosilliaceae	Leptosillia	Leptosillia_cordylinea							
e3064899818d6e27aec934443a9804d2	NR_165941	37769	0.0	663.0	99.465	99	374	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_gattii	NR_190908	Cryptococcus_bacillisporus	0.0	658.0	99.198	99	374
e62da64a67447ad0575490684a5b2e91	NR_154540	89491	3.1700000000000003e-144	508.0	100.0	100	281	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Xeromyces	Xeromyces_bisporus							
e71bf72c6d1bb519189030844bbb6a8a	NR_111083	157611	4.7e-142	501.0	99.645	100	282	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Bullera	Bullera_alba							
e93f497c90349fad4736dc6e20b72895	NR_154752	129131	4.69e-142	501.0	99.643	100	280	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_debeurmannianum							
eb280d3c9f9b72b9a987c894583394c9	NR_153310	230603	0.0	737.0	99.048	100	420	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_uvarum	NR_111354	Saccharomyces_mikatae	0.0	733.0	99.048	100	420
ec242822fcc557e9339f089df02f97f0	NR_155027	1795765	8.39e-152	533.0	100.0	100	295	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	Phanerochaete_concrescens							
f3a40e2dc8515c8e668fe47d3b330794	NR_130667	129132	1.64e-141	499.0	99.288	100	281	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis							
f6a521a0d8aa769735adaf5767c25c2a	NR_130667	129132	1.35e-142	503.0	99.644	100	281	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis							
f6f5923d4dd3c8badbc2b3e5e4b02b91	NR_154494	5325	3.92e-143	504.0	99.301	100	286	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes_versicolor							
fa49207aafe8816360a131aaed63c5c4	NR_130667	129132	4.7e-142	501.0	99.645	100	282	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis							
fa80b39ca2cea9ec824ab8329503c0b6	NR_125332	5476	1.35e-142	503.0	99.644	100	281	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida_albicans							
fc6c4e11383bfe07c738ed3d89340482	NR_131286	396024	5.66e-141	497.0	100.0	99	275	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_ruber	NR_135336	Aspergillus_glaucus	5.66e-141	497.0	100.0	99	275
fe5dd60487e397f73714f40f42953e76	NR_111728	1235455	3.1700000000000003e-144	508.0	100.0	100	281	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_cibarius	NR_131286	Aspergillus_ruber	3.1700000000000003e-144	508.0	100.0	100	281
