ASV	staxids	BLAST_Accession	BLAST_Evalue	BLAST_Bitscore	BLAST_Qcovus	BLAST_Pident	BLAST_AlignmentLength	BLAST_TaxID	BLAST_CandidateRank	BLAST_Kingdom	BLAST_Phylum	BLAST_Class	BLAST_Order	BLAST_Family	BLAST_Genus	BLAST_Species	selection_status
04a58f1fa63710803570b8b5e2d3733e	900001	NR_121481	1.7e-05	36.5	61	82.927	41	900001	1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
04a58f1fa63710803570b8b5e2d3733e	900004	NR_077145	0.000208	32.8	49	88.889	27	900004	2	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	candidate_available
04a58f1fa63710803570b8b5e2d3733e	900003	NR_144900	0.000208	32.8	61	78.26100000000002	46	900003	3	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
04a58f1fa63710803570b8b5e2d3733e	900004	NR_077145	0.38	21.1	49	87.5	16	900004	4	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	candidate_available
04a58f1fa63710803570b8b5e2d3733e	900009	NR_111007	1.3	20.2	51	92.308	13	900009	5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
06170a68f344fc34f5fbbd044733994e	900010	NR_130667	0.000868	30.1	37	85.185	27	900010	1	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	candidate_available
06170a68f344fc34f5fbbd044733994e	900010	NR_130667	0.13	22.9	37	100.0	12	900010	2	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	candidate_available
06170a68f344fc34f5fbbd044733994e	900002	NR_171785	0.13	22.9	40	77.778	27	900002	3	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_neoformans	candidate_available
06170a68f344fc34f5fbbd044733994e	900007	NR_130691	0.45	22.0	40	84.211	19	900007	4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
06170a68f344fc34f5fbbd044733994e	900007	NR_130691	1.6	20.2	40	92.308	13	900007	5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
0673e25cd741e9931970123bad8cd6ae	900007	NR_130691	0.47	22.0	39	92.857	14	900007	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
0673e25cd741e9931970123bad8cd6ae	900003	NR_144900	0.47	22.0	35	92.857	14	900003	2	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
0673e25cd741e9931970123bad8cd6ae	900001	NR_121481	1.6	20.2	43	83.333	18	900001	3	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
0673e25cd741e9931970123bad8cd6ae	900007	NR_130691	1.6	19.3	39	100.0	10	900007	4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
0673e25cd741e9931970123bad8cd6ae	900005	NR_130690	1.6	19.3	28	100.0	10	900005	5	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_keratoplasticum	candidate_available
07a2672158a9694178ccf1ab878fb08e	900010	NR_130667	0.003	28.3	47	90.0	20	900010	1	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	candidate_available
07a2672158a9694178ccf1ab878fb08e	900002	NR_171785	0.039	24.7	38	88.889	18	900002	2	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_neoformans	candidate_available
07a2672158a9694178ccf1ab878fb08e	900005	NR_130690	0.14	22.9	37	88.235	17	900005	3	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_keratoplasticum	candidate_available
07a2672158a9694178ccf1ab878fb08e	900010	NR_130667	0.48	22.0	47	92.857	14	900010	4	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	candidate_available
07a2672158a9694178ccf1ab878fb08e	900003	NR_144900	0.48	22.0	47	84.211	19	900003	5	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
07b93f1e7b4522a701d9b3ef5874f881	900002	NR_171785	0.003	28.3	47	68.367	98	900002	1	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_neoformans	candidate_available
07b93f1e7b4522a701d9b3ef5874f881	900001	NR_121481	0.14	22.9	42	81.818	22	900001	2	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
07b93f1e7b4522a701d9b3ef5874f881	900005	NR_130690	0.14	22.9	37	81.818	22	900005	3	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_keratoplasticum	candidate_available
07b93f1e7b4522a701d9b3ef5874f881	900008	NR_111475	1.7	19.3	45	100.0	10	900008	4	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_globosa	candidate_available
07b93f1e7b4522a701d9b3ef5874f881	900005	NR_130690	1.7	19.3	37	100.0	10	900005	5	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_keratoplasticum	candidate_available
0ad03262fa2155cc0cae6071e227df84	900002	NR_171785	8.31e-05	34.6	55	73.611	72	900002	1	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_neoformans	candidate_available
0ad03262fa2155cc0cae6071e227df84	900002	NR_171785	0.52	22.0	55	92.857	14	900002	2	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_neoformans	candidate_available
0ad03262fa2155cc0cae6071e227df84	900009	NR_111007	1.8	20.2	40	92.308	13	900009	3	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
0ad03262fa2155cc0cae6071e227df84	900001	NR_121481	1.8	20.2	32	92.308	13	900001	4	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
0ad03262fa2155cc0cae6071e227df84	900001	NR_121481	1.8	19.3	32	86.667	15	900001	5	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
0b16710fc341de52d3db3a987523142b	900001	NR_121481	1.2699999999999996e-64	233.0	91	94.231	156	900001	1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
0b16710fc341de52d3db3a987523142b	900004	NR_077145	3.3999999999999993e-59	214.0	99	89.941	169	900004	2	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	candidate_available
0b16710fc341de52d3db3a987523142b	900003	NR_144900	2.01e-11	56.3	76	72.414	116	900003	3	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
0b16710fc341de52d3db3a987523142b	900001	NR_121481	0.034	24.7	91	79.31	29	900001	4	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
0b16710fc341de52d3db3a987523142b	900009	NR_111007	0.42	21.1	43	100.0	11	900009	5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
0ba4b040a2a556ef91e5ec66381abfaf	900010	NR_130667	0.003	28.3	56	100.0	15	900010	1	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	candidate_available
0ba4b040a2a556ef91e5ec66381abfaf	900010	NR_130667	0.011	27.4	56	78.125	32	900010	2	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	candidate_available
0ba4b040a2a556ef91e5ec66381abfaf	900002	NR_171785	0.011	26.5	36	89.47399999999998	19	900002	3	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_neoformans	candidate_available
0ba4b040a2a556ef91e5ec66381abfaf	900003	NR_144900	0.47	22.0	36	84.211	19	900003	4	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
0ba4b040a2a556ef91e5ec66381abfaf	900008	NR_111475	1.6	20.2	48	83.333	18	900008	5	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_globosa	candidate_available
0d7f1fa221989e0cc733a52a1d979bfa	900005	NR_130690	0.029	25.6	45	82.14299999999999	28	900005	1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_keratoplasticum	candidate_available
0d7f1fa221989e0cc733a52a1d979bfa	900001	NR_121481	0.36	21.1	50	90.0	20	900001	2	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
0d7f1fa221989e0cc733a52a1d979bfa	900004	NR_077145	0.36	21.1	40	90.0	20	900004	3	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	candidate_available
0d7f1fa221989e0cc733a52a1d979bfa	900003	NR_144900	1.2	20.2	56	83.333	18	900003	4	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
0d7f1fa221989e0cc733a52a1d979bfa	900001	NR_121481	1.2	20.2	50	80.0	25	900001	5	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
0db72d18219924f45026b9dfa92538ec	900003	NR_144900	1.6	20.2	34	92.308	13	900003	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
0db72d18219924f45026b9dfa92538ec	900009	NR_111007	1.6	19.3	70	100.0	10	900009	2	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
0db72d18219924f45026b9dfa92538ec	900008	NR_111475	1.6	19.3	38	88.235	17	900008	3	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_globosa	candidate_available
0db72d18219924f45026b9dfa92538ec	900007	NR_130691	5.5	18.4	59	92.857	14	900007	4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
0db72d18219924f45026b9dfa92538ec	900007	NR_130691	5.5	17.5	59	100.0	9	900007	5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
0e5c75d336000a526d2c07363fd305d0	900002	NR_171785	0.001	30.1	36	84.615	26	900002	1	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_neoformans	candidate_available
0e5c75d336000a526d2c07363fd305d0	900010	NR_130667	0.003	28.3	54	100.0	15	900010	2	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	candidate_available
0e5c75d336000a526d2c07363fd305d0	900010	NR_130667	0.011	27.4	54	78.125	32	900010	3	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	candidate_available
0e5c75d336000a526d2c07363fd305d0	900003	NR_144900	0.47	22.0	32	84.211	19	900003	4	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
0e5c75d336000a526d2c07363fd305d0	900008	NR_111475	1.6	20.2	40	83.333	18	900008	5	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_globosa	candidate_available
0ed3a8becd603707260c02ce989b1e2d	900009	NR_111007	5.27e-21	88.7	56	83.90799999999999	87	900009	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
0ed3a8becd603707260c02ce989b1e2d	900007	NR_130691	4.94e-15	68.9	55	85.484	62	900007	2	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
0ed3a8becd603707260c02ce989b1e2d	900009	NR_111007	6.87e-07	41.0	56	92.593	27	900009	3	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
0ed3a8becd603707260c02ce989b1e2d	900007	NR_130691	2.92e-05	35.6	55	100.0	19	900007	4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
0ed3a8becd603707260c02ce989b1e2d	900001	NR_121481	0.64	22.0	36	92.857	14	900001	5	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
12ae8aec67f6e9580e434bbd62c83dcd	900005	NR_130690	1.2	20.2	34	93.333	15	900005	1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_keratoplasticum	candidate_available
12ae8aec67f6e9580e434bbd62c83dcd	900009	NR_111007	1.2	20.2	52	92.308	13	900009	2	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
12ae8aec67f6e9580e434bbd62c83dcd	900002	NR_171785	1.2	20.2	41	92.308	13	900002	3	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_neoformans	candidate_available
12ae8aec67f6e9580e434bbd62c83dcd	900010	NR_130667	1.2	20.2	39	92.308	13	900010	4	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	candidate_available
12ae8aec67f6e9580e434bbd62c83dcd	900009	NR_111007	1.2	20.2	52	83.333	18	900009	5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
12da108a541069a69ac639ae2edcd700	900006	NR_125332	5.349999999999998e-75	267.0	100	99.333	150	900006	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	candidate_available
12da108a541069a69ac639ae2edcd700	900009	NR_111007	0.1	22.9	51	74.359	39	900009	2	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
12da108a541069a69ac639ae2edcd700	900007	NR_130691	0.36	21.1	57	75.758	33	900007	3	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
12da108a541069a69ac639ae2edcd700	900002	NR_171785	4.4	18.4	23	91.667	12	900002	4	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_neoformans	candidate_available
12da108a541069a69ac639ae2edcd700	900008	NR_111475	15.0	16.6	26	90.909	11	900008	5	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_globosa	candidate_available
1452b25fcc2cf988fd7ab91920806410	900003	NR_144900	7.949999999999997e-93	325.0	100	100.0	180	900003	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
1452b25fcc2cf988fd7ab91920806410	900001	NR_121481	3.87e-08	45.5	78	68.96600000000001	116	900001	2	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
1452b25fcc2cf988fd7ab91920806410	900004	NR_077145	4.72e-07	41.9	74	68.96600000000001	116	900004	3	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	candidate_available
1452b25fcc2cf988fd7ab91920806410	900009	NR_111007	0.13	23.8	43	93.333	15	900009	4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
1452b25fcc2cf988fd7ab91920806410	900008	NR_111475	0.44	22.0	32	92.857	14	900008	5	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_globosa	candidate_available
168e27f59b5437d613141aaa2f916072	900009	NR_111007	0.13	22.0	84	77.778	27	900009	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
168e27f59b5437d613141aaa2f916072	900006	NR_125332	0.46	19.3	62	100.0	10	900006	2	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	candidate_available
168e27f59b5437d613141aaa2f916072	900008	NR_111475	1.6	18.4	39	91.667	12	900008	3	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_globosa	candidate_available
168e27f59b5437d613141aaa2f916072	900009	NR_111007	1.6	18.4	84	82.353	17	900009	4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
168e27f59b5437d613141aaa2f916072	900006	NR_125332	1.6	17.5	62	100.0	9	900006	5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	candidate_available
17586e36e8ab48f597210c14bb4b14a1	900010	NR_130667	0.49	21.1	50	88.889	18	900010	1	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	candidate_available
17586e36e8ab48f597210c14bb4b14a1	900010	NR_130667	1.7	19.3	50	100.0	10	900010	2	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	candidate_available
17586e36e8ab48f597210c14bb4b14a1	900004	NR_077145	1.7	19.3	36	86.667	15	900004	3	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	candidate_available
17586e36e8ab48f597210c14bb4b14a1	900002	NR_171785	1.7	19.3	46	81.818	22	900002	4	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_neoformans	candidate_available
17586e36e8ab48f597210c14bb4b14a1	900001	NR_121481	1.7	19.3	39	81.818	22	900001	5	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
19258a7686e049de551d076a284dea99	900009	NR_111007	8.96e-18	77.0	62	87.87899999999998	66	900009	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
19258a7686e049de551d076a284dea99	900007	NR_130691	1.3300000000000001e-15	70.7	59	85.507	69	900007	2	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
19258a7686e049de551d076a284dea99	900007	NR_130691	0.001	31.0	59	94.737	19	900007	3	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
19258a7686e049de551d076a284dea99	900009	NR_111007	0.001	31.0	62	87.5	24	900009	4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
19258a7686e049de551d076a284dea99	900006	NR_125332	0.014	26.5	34	71.69800000000002	53	900006	5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	candidate_available
