Module	Section	Sample Name	Source
FastQC	all_sections	STZ_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/STZ_2_fastqc.zip
FastQC	all_sections	1D_1	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/1D_1_fastqc.zip
FastQC	all_sections	ST3Q_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/ST3Q_2_fastqc.zip
FastQC	all_sections	1D_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/1D_2_fastqc.zip
FastQC	all_sections	ST4D_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/ST4D_2_fastqc.zip
FastQC	all_sections	STZ_1	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/STZ_1_fastqc.zip
FastQC	all_sections	1Z_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/1Z_2_fastqc.zip
FastQC	all_sections	ST4Q_1	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/ST4Q_1_fastqc.zip
FastQC	all_sections	1Q_1	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/1Q_1_fastqc.zip
FastQC	all_sections	ST3Z_1	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/ST3Z_1_fastqc.zip
FastQC	all_sections	ST1D_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/ST1D_2_fastqc.zip
FastQC	all_sections	STQ_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/STQ_2_fastqc.zip
FastQC	all_sections	STQ_1	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/STQ_1_fastqc.zip
FastQC	all_sections	STD_1	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/STD_1_fastqc.zip
FastQC	all_sections	ST4Z_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/ST4Z_2_fastqc.zip
FastQC	all_sections	PBSD_1	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/PBSD_1_fastqc.zip
FastQC	all_sections	PBSQ_1	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/PBSQ_1_fastqc.zip
FastQC	all_sections	PBSD_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/PBSD_2_fastqc.zip
FastQC	all_sections	4Z_1	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/4Z_1_fastqc.zip
FastQC	all_sections	PBSZ_1	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/PBSZ_1_fastqc.zip
FastQC	all_sections	PBSQ_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/PBSQ_2_fastqc.zip
FastQC	all_sections	PBSZ_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/PBSZ_2_fastqc.zip
FastQC	all_sections	ST4Q_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/ST4Q_2_fastqc.zip
FastQC	all_sections	ST4Z_1	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/ST4Z_1_fastqc.zip
FastQC	all_sections	4Z_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/4Z_2_fastqc.zip
FastQC	all_sections	4Q_1	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/4Q_1_fastqc.zip
FastQC	all_sections	4Q_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/4Q_2_fastqc.zip
FastQC	all_sections	3Z_1	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/3Z_1_fastqc.zip
FastQC	all_sections	3Q_1	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/3Q_1_fastqc.zip
FastQC	all_sections	4D_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/4D_2_fastqc.zip
FastQC	all_sections	4D_1	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/4D_1_fastqc.zip
FastQC	all_sections	3Z_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/3Z_2_fastqc.zip
FastQC	all_sections	3Q_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/3Q_2_fastqc.zip
FastQC	all_sections	2Q_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/2Q_2_fastqc.zip
FastQC	all_sections	2Z_1	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/2Z_1_fastqc.zip
FastQC	all_sections	3D_1	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/3D_1_fastqc.zip
FastQC	all_sections	2Q_1	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/2Q_1_fastqc.zip
FastQC	all_sections	1Q_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/1Q_2_fastqc.zip
FastQC	all_sections	2Z_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/2Z_2_fastqc.zip
FastQC	all_sections	2D_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/2D_2_fastqc.zip
FastQC	all_sections	2D_1	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/2D_1_fastqc.zip
FastQC	all_sections	STD_2	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/STD_2_fastqc.zip
FastQC	all_sections	1Z_1	/home/ksy/projects/ITSdetector/work/5f/dc2ca064d0e9224604abf5390b49f6/1Z_1_fastqc.zip
