Module	Section	Sample Name	Source
FastQC	all_sections	STZ_2	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/STZ_2_fastqc.zip
FastQC	all_sections	ST2Z_2	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/ST2Z_2_fastqc.zip
FastQC	all_sections	ST3D_1	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/ST3D_1_fastqc.zip
FastQC	all_sections	STZ_1	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/STZ_1_fastqc.zip
FastQC	all_sections	ST1Q_1	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/ST1Q_1_fastqc.zip
FastQC	all_sections	ST4Z_2	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/ST4Z_2_fastqc.zip
FastQC	all_sections	STQ_2	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/STQ_2_fastqc.zip
FastQC	all_sections	STD_2	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/STD_2_fastqc.zip
FastQC	all_sections	ST4Z_1	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/ST4Z_1_fastqc.zip
FastQC	all_sections	ST4Q_1	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/ST4Q_1_fastqc.zip
FastQC	all_sections	STQ_1	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/STQ_1_fastqc.zip
FastQC	all_sections	ST3D_2	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/ST3D_2_fastqc.zip
FastQC	all_sections	3Z_1	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/3Z_1_fastqc.zip
FastQC	all_sections	4Z_2	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/4Z_2_fastqc.zip
FastQC	all_sections	4D_2	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/4D_2_fastqc.zip
FastQC	all_sections	4Z_1	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/4Z_1_fastqc.zip
FastQC	all_sections	3Z_2	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/3Z_2_fastqc.zip
FastQC	all_sections	ST4Q_2	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/ST4Q_2_fastqc.zip
FastQC	all_sections	4D_1	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/4D_1_fastqc.zip
FastQC	all_sections	4Q_1	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/4Q_1_fastqc.zip
FastQC	all_sections	4Q_2	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/4Q_2_fastqc.zip
FastQC	all_sections	3Q_1	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/3Q_1_fastqc.zip
FastQC	all_sections	3Q_2	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/3Q_2_fastqc.zip
FastQC	all_sections	2Z_2	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/2Z_2_fastqc.zip
FastQC	all_sections	3D_1	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/3D_1_fastqc.zip
FastQC	all_sections	2Q_1	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/2Q_1_fastqc.zip
FastQC	all_sections	3D_2	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/3D_2_fastqc.zip
FastQC	all_sections	2D_1	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/2D_1_fastqc.zip
FastQC	all_sections	2Z_1	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/2Z_1_fastqc.zip
FastQC	all_sections	2D_2	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/2D_2_fastqc.zip
FastQC	all_sections	1Q_2	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/1Q_2_fastqc.zip
FastQC	all_sections	2Q_2	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/2Q_2_fastqc.zip
FastQC	all_sections	1Q_1	/home/ksy/projects/ITSdetector/work/3c/bdbd186b23b17cf095f29aa2bd5670/1Q_1_fastqc.zip
