run_id	Trimm	Paired	preprocess_method	feature_id	n_stool_sample_observed	stool_total_count	stool_mean_relative_abundance	stool_max_relative_abundance	qiime_resolution	QIIME_Taxon_Normalized	QIIME_ConfidenceNumeric	BLAST_Top1_Accession	BLAST_Top1_TaxID	BLAST_Top1_Pident	BLAST_Top1_Qcovus	BLAST_Top1_Bitscore	BLAST_Top1_AlignmentLength	BLAST_AmbiguousTopHit	BLAST_CutoffPass	BLAST_SelectionStatus	BLAST_Top1_Kingdom	BLAST_Top1_Phylum	BLAST_Top1_Class	BLAST_Top1_Order	BLAST_Top1_Family	BLAST_Top1_Genus	BLAST_Top1_Species	Final_Genus	Final_Species	Final_Taxon	Replacement_Status	Replacement_Reason
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	Cutadapt	PE	Cutadapt	905456212b0753912cb440d99f46a06a	2	9281	3.444744116219598	5.327606344900343	Above genus	k__Fungi; p__Ascomycota; c__Ascomycota_p; o__Ascomycota_p; f__Ascomycota_p; g__Ascomycota_p; s__Ascomycota_p	0.999999992192236	NR_119729	643907	100	100	508	281	TRUE	TRUE	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium_colombiae	Cladosporium	Cladosporium_colombiae	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Cladosporiales; f__Cladosporiaceae; g__Cladosporium; s__Cladosporium_colombiae	blast_top1_species_rescued_ambiguous_missing_qiime_species	QIIME/UNITE species was missing or placeholder-like and BLAST top1 species passed cutoffs; top1 was used despite ambiguous top-hit conflict.
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	Cutadapt	d64a586df2febe320546417d9621d507	1	8038	5.65817260312544	5.65817260312544	Above genus	k__Fungi; p__Ascomycota; c__Ascomycota_p; o__Ascomycota_p; f__Ascomycota_p; g__Ascomycota_p; s__Ascomycota_p	0.7016151818939144	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	Ascomycota_p	Ascomycota_p	k__Fungi; p__Ascomycota; c__Ascomycota_p; o__Ascomycota_p; f__Ascomycota_p; g__Ascomycota_p; s__Ascomycota_p	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	Cutadapt	PE	Cutadapt	7bc674b40d076f018a37dfafe8b2816b	1	7886	5.570782706979373	5.570782706979373	Above genus	k__Fungi; p__Ascomycota; c__Ascomycota_p; o__Ascomycota_p; f__Ascomycota_p; g__Ascomycota_p; s__Ascomycota_p	0.8642614419522594	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	Ascomycota_p	Ascomycota_p	k__Fungi; p__Ascomycota; c__Ascomycota_p; o__Ascomycota_p; f__Ascomycota_p; g__Ascomycota_p; s__Ascomycota_p	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	Cutadapt	1c8bbb1b54f02065db91f0386a39e0ad	3	4306	1.0874541956465191	2.062508799098972	Above genus	k__Fungi; p__Ascomycota; c__Ascomycota_p; o__Ascomycota_p; f__Ascomycota_p; g__Ascomycota_p; s__Ascomycota_p	0.7281214865728713	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	Ascomycota_p	Ascomycota_p	k__Fungi; p__Ascomycota; c__Ascomycota_p; o__Ascomycota_p; f__Ascomycota_p; g__Ascomycota_p; s__Ascomycota_p	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	Cutadapt	1eb57cce3c3583ae58927522adab0277	3	4242	1.117218572810999	1.6915387864282698	Above genus	k__Fungi; p__Ascomycota; c__Ascomycota_p; o__Ascomycota_p; f__Ascomycota_p; g__Ascomycota_p; s__Ascomycota_p	0.999999990900072	NR_111530	887084	99.561	100	407	228	TRUE	TRUE	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium_angustisporum	Cladosporium	Cladosporium_angustisporum	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Cladosporiales; f__Cladosporiaceae; g__Cladosporium; s__Cladosporium_angustisporum	blast_top1_species_rescued_ambiguous_missing_qiime_species	QIIME/UNITE species was missing or placeholder-like and BLAST top1 species passed cutoffs; top1 was used despite ambiguous top-hit conflict.
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	Cutadapt	PE	Cutadapt	6c6f38ebf80a8a9c7ca3c50dc2363d1f	3	4187	1.068234684751722	2.0655552415936707	Above genus	k__Fungi; p__Fungi_k; c__Fungi_k; o__Fungi_k; f__Fungi_k; g__Fungi_k; s__Fungi_k	1.000000000000009	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	Fungi_k	Fungi_k	k__Fungi; p__Fungi_k; c__Fungi_k; o__Fungi_k; f__Fungi_k; g__Fungi_k; s__Fungi_k	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	Cutadapt	80d69bc60273cafc5a73ae55b234f7c9	1	4164	3.945012363691486	3.945012363691486	Genus	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Apiosporaceae; g__Nigrospora; s__Nigrospora_g	0.9999893845431256	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	Nigrospora	Nigrospora_g	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Apiosporaceae; g__Nigrospora; s__Nigrospora_g	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	Cutadapt	PE	Cutadapt	3b4e11535ad357e303ef9030433d4713	3	4125	1.100817923691986	1.6473580107374965	Above genus	k__Fungi; p__Ascomycota; c__Ascomycota_p; o__Ascomycota_p; f__Ascomycota_p; g__Ascomycota_p; s__Ascomycota_p	0.8830292180328694	NR_119729	643907	99.644	100	503	281	TRUE	TRUE	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium_colombiae	Cladosporium	Cladosporium_colombiae	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Cladosporiales; f__Cladosporiaceae; g__Cladosporium; s__Cladosporium_colombiae	blast_top1_species_rescued_ambiguous_missing_qiime_species	QIIME/UNITE species was missing or placeholder-like and BLAST top1 species passed cutoffs; top1 was used despite ambiguous top-hit conflict.
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	Cutadapt	PE	Cutadapt	708fe7d9660f6d64ee5ba7114357ed41	1	4047	3.926457747162123	3.926457747162123	Genus	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Apiosporaceae; g__Nigrospora; s__Nigrospora_g	0.9999785881473098	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	Nigrospora	Nigrospora_g	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Apiosporaceae; g__Nigrospora; s__Nigrospora_g	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	Cutadapt	e9158b4ef80d8a3ac9e727f88e44cb72	1	4015	2.9852188912681417	2.9852188912681417	Above genus	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Peniophoraceae_f; s__Peniophoraceae_f	0.9997295818979748	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	Peniophoraceae_f	Peniophoraceae_f	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Peniophoraceae_f; s__Peniophoraceae_f	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	Cutadapt	PE	Cutadapt	570f764a5084a41650f1c49d6f3fd466	1	4005	3.017972193964056	3.017972193964056	Above genus	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Peniophoraceae_f; s__Peniophoraceae_f	0.9998625661534036	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	Peniophoraceae_f	Peniophoraceae_f	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Peniophoraceae_f; s__Peniophoraceae_f	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	Cutadapt	722fb57e17229696cb75e47ad882962f	2	3544	1.2956979729187221	1.815667380442541	Above genus	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Stereaceae; g__Stereaceae_f; s__Stereaceae_f	0.9999983139715316	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	Stereaceae_f	Stereaceae_f	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Stereaceae; g__Stereaceae_f; s__Stereaceae_f	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	Cutadapt	PE	Cutadapt	62fabc748aba349f3ab0821df3e005b3	2	3530	1.3041631361924177	1.8333898496665537	Above genus	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Stereaceae; g__Stereaceae_f; s__Stereaceae_f	0.999997269668232	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	Stereaceae_f	Stereaceae_f	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Stereaceae; g__Stereaceae_f; s__Stereaceae_f	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	Cutadapt	a841082e3b16121e246a0a2ca1534c20	1	3214	2.2624243277488385	2.2624243277488385	Above genus	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymellaceae; g__Didymellaceae_f; s__Didymellaceae_f	0.9378938330741856	NR_156400	2126488	100	100	412	228	TRUE	TRUE	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neodidymella	Neodidymella_thailandicum	Neodidymella	Neodidymella_thailandicum	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymellaceae; g__Neodidymella; s__Neodidymella_thailandicum	blast_top1_species_rescued_ambiguous_missing_qiime_species	QIIME/UNITE species was missing or placeholder-like and BLAST top1 species passed cutoffs; top1 was used despite ambiguous top-hit conflict.
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	Cutadapt	fb1e99770074de04d7dff1b96c37c523	1	3132	2.2047022384907784	2.2047022384907784	Genus	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus_g	0.99972627726712	NR_111728	1235455	100	100	412	228	TRUE	TRUE	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_cibarius	Aspergillus	Aspergillus_cibarius	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus_cibarius	blast_top1_species_rescued_ambiguous_missing_qiime_species	QIIME/UNITE species was missing or placeholder-like and BLAST top1 species passed cutoffs; top1 was used despite ambiguous top-hit conflict.
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	Cutadapt	PE	Cutadapt	01b9bca264d99ceaedcce67eeee0c285	1	3124	2.2068380898558915	2.2068380898558915	Above genus	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymellaceae; g__Didymellaceae_f; s__Didymellaceae_f	0.8807468295016168	NR_156400	2126488	100	100	508	281	TRUE	TRUE	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neodidymella	Neodidymella_thailandicum	Neodidymella	Neodidymella_thailandicum	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymellaceae; g__Neodidymella; s__Neodidymella_thailandicum	blast_top1_species_rescued_ambiguous_missing_qiime_species	QIIME/UNITE species was missing or placeholder-like and BLAST top1 species passed cutoffs; top1 was used despite ambiguous top-hit conflict.
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	Cutadapt	bfa6afd86523df0a5ddd44a01da73ddb	1	3030	2.132901590877094	2.132901590877094	Above genus	k__Fungi; p__Fungi_k; c__Fungi_k; o__Fungi_k; f__Fungi_k; g__Fungi_k; s__Fungi_k	0.9999999999999905	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	Fungi_k	Fungi_k	k__Fungi; p__Fungi_k; c__Fungi_k; o__Fungi_k; f__Fungi_k; g__Fungi_k; s__Fungi_k	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	Cutadapt	dc4c92957db247364b6bca5eb5bd2b66	1	3002	2.8441227463501058	2.8441227463501058	Above genus	k__Fungi; p__Ascomycota; c__Ascomycota_p; o__Ascomycota_p; f__Ascomycota_p; g__Ascomycota_p; s__Ascomycota_p	0.8152844259768292	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	Ascomycota_p	Ascomycota_p	k__Fungi; p__Ascomycota; c__Ascomycota_p; o__Ascomycota_p; f__Ascomycota_p; g__Ascomycota_p; s__Ascomycota_p	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	Cutadapt	PE	Cutadapt	639353bbf29e0f26b33b9c88db1892ec	1	2968	2.096637468211359	2.096637468211359	Above genus	k__Fungi; p__Ascomycota; c__Ascomycota_p; o__Ascomycota_p; f__Ascomycota_p; g__Ascomycota_p; s__Ascomycota_p	0.8958144708305584	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	Ascomycota_p	Ascomycota_p	k__Fungi; p__Ascomycota; c__Ascomycota_p; o__Ascomycota_p; f__Ascomycota_p; g__Ascomycota_p; s__Ascomycota_p	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	Cutadapt	4c2a20f52c5307c38f027444128a1e56	1	2605	1.833732225820076	1.833732225820076	Above genus	k__Fungi; p__Fungi_k; c__Fungi_k; o__Fungi_k; f__Fungi_k; g__Fungi_k; s__Fungi_k	0.9987467744175644	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	Fungi_k	Fungi_k	k__Fungi; p__Fungi_k; c__Fungi_k; o__Fungi_k; f__Fungi_k; g__Fungi_k; s__Fungi_k	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	Cutadapt	PE	Cutadapt	c42df08d0d30ffb92d0d536d020a4953	1	2599	1.8359706131675615	1.8359706131675615	Above genus	k__Fungi; p__Fungi_k; c__Fungi_k; o__Fungi_k; f__Fungi_k; g__Fungi_k; s__Fungi_k	0.998316821139134	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	Fungi_k	Fungi_k	k__Fungi; p__Fungi_k; c__Fungi_k; o__Fungi_k; f__Fungi_k; g__Fungi_k; s__Fungi_k	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	Cutadapt	PE	Cutadapt	6c64590e8ec3b22dc5b0cc911ad3b68c	1	2293	1.6198078553263633	1.6198078553263633	Genus	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__Gnomoniaceae; g__Ophiognomonia; s__Ophiognomonia_g	0.7846620772744275	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	Ophiognomonia	Ophiognomonia_g	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Diaporthales; f__Gnomoniaceae; g__Ophiognomonia; s__Ophiognomonia_g	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	Cutadapt	1a06f4d3b11bdcb6ad8457f0d779d84b	1	2274	1.6907566024268381	1.6907566024268381	Above genus	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Schizoporaceae; g__Schizoporaceae_f; s__Schizoporaceae_f	0.7567943405580422	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	Schizoporaceae_f	Schizoporaceae_f	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Schizoporaceae; g__Schizoporaceae_f; s__Schizoporaceae_f	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	Cutadapt	PE	Cutadapt	824cad1ad715206245b6959000cb619c	1	2264	1.7060397121434763	1.7060397121434763	Above genus	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricomycetes_c; f__Agaricomycetes_c; g__Agaricomycetes_c; s__Agaricomycetes_c	0.992448384384512	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	Agaricomycetes_c	Agaricomycetes_c	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricomycetes_c; f__Agaricomycetes_c; g__Agaricomycetes_c; s__Agaricomycetes_c	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	Cutadapt	b7b0fcf787b97ca7ed398fae36e66b47	1	2084	1.9744010004642307	1.9744010004642307	Above genus	k__Fungi; p__Fungi_k; c__Fungi_k; o__Fungi_k; f__Fungi_k; g__Fungi_k; s__Fungi_k	1.0000000000000024	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	Fungi_k	Fungi_k	k__Fungi; p__Fungi_k; c__Fungi_k; o__Fungi_k; f__Fungi_k; g__Fungi_k; s__Fungi_k	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
fig4_q30_SE_cutadapt_unite_blast_top1_rescue	Cutadapt	SE	Cutadapt	96089fcd4be16af3744dff9823059e84	1	2074	1.4599465014782487	1.4599465014782487	Above genus	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Peniophoraceae_f; s__Peniophoraceae_f	0.9997263267976644	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	Peniophoraceae_f	Peniophoraceae_f	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Peniophoraceae_f; s__Peniophoraceae_f	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
fig4_q30_PE_cutadapt_unite_blast_top1_rescue	Cutadapt	PE	Cutadapt	dc31d3cd1f368b6736b7ab377a9d3a9c	1	2064	1.4580389940661205	1.4580389940661205	Above genus	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Peniophoraceae_f; s__Peniophoraceae_f	0.9998852781255856	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	Peniophoraceae_f	Peniophoraceae_f	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Peniophoraceae_f; s__Peniophoraceae_f	qiime_retained_no_blast_species	No BLAST species-level top hit was available.
