Module	Section	Sample Name	Source
FastQC	all_sections	3Q_2	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/3Q_2_fastqc.zip
FastQC	all_sections	4Z_2	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/4Z_2_fastqc.zip
FastQC	all_sections	3Z_1	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/3Z_1_fastqc.zip
FastQC	all_sections	2Q_2	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/2Q_2_fastqc.zip
FastQC	all_sections	3D_1	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/3D_1_fastqc.zip
FastQC	all_sections	3D_2	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/3D_2_fastqc.zip
FastQC	all_sections	3Q_1	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/3Q_1_fastqc.zip
FastQC	all_sections	2Z_2	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/2Z_2_fastqc.zip
FastQC	all_sections	2D_1	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/2D_1_fastqc.zip
FastQC	all_sections	ST4Z_1	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/ST4Z_1_fastqc.zip
FastQC	all_sections	1Z_2	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/1Z_2_fastqc.zip
FastQC	all_sections	1D_2	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/1D_2_fastqc.zip
FastQC	all_sections	2D_2	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/2D_2_fastqc.zip
FastQC	all_sections	2Q_1	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/2Q_1_fastqc.zip
FastQC	all_sections	2Z_1	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/2Z_1_fastqc.zip
FastQC	all_sections	3Z_2	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/3Z_2_fastqc.zip
FastQC	all_sections	1Z_1	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/1Z_1_fastqc.zip
FastQC	all_sections	1Q_1	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/1Q_1_fastqc.zip
FastQC	all_sections	1Q_2	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/1Q_2_fastqc.zip
FastQC	all_sections	STZ_1	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/STZ_1_fastqc.zip
FastQC	all_sections	ST4D_2	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/ST4D_2_fastqc.zip
FastQC	all_sections	STQ_2	/home/ksy/projects/ITSdetector/work/84/7856a111d45378ef56e2cf9cd80353/STQ_2_fastqc.zip
