ASV	BLAST_Top1_Accession	BLAST_Top1_TaxID	BLAST_Top1_Evalue	BLAST_Top1_Bitscore	BLAST_Top1_Pident	BLAST_Top1_Qcovus	BLAST_Top1_AlignmentLength	BLAST_AmbiguousTopHit	BLAST_SelectionStatus	BLAST_Top1_Kingdom	BLAST_Top1_Phylum	BLAST_Top1_Class	BLAST_Top1_Order	BLAST_Top1_Family	BLAST_Top1_Genus	BLAST_Top1_Species	BLAST_Top2_Accession	BLAST_Top2_Species	BLAST_Top2_Evalue	BLAST_Top2_Bitscore	BLAST_Top2_Pident	BLAST_Top2_Qcovus
2cd0dea7da04cbdb02a749d6ce0ce2a8	NR_153296	706196	6.100000000000001e-31	129.0	100.0	100	71	True	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_arboricola	NR_153310	Saccharomyces_uvarum	6.100000000000001e-31	129.0	100.0	100
2d5840001771d889fbe752a80463af2c	NR_138193	27293	1.49e-115	412.0	100.0	100	228	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Monosporozyma	Monosporozyma_servazzii						
2e39d48abc07a6ccc13a028ccde00e00	NR_130690	1328300	6.33e-114	407.0	99.561	100	228	False	candidate_available	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_keratoplasticum	NR_170733	Fusarium_tonkinense	7.71e-113	403.0	99.123	100
2ec4fcc1eb3651a961c3fb1428c3433b	NR_137660	183961	1.49e-115	412.0	100.0	100	228	False	candidate_available	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces_phaffii	NR_136959	Sporobolomyces_ruberrimus	6.33e-114	407.0	99.561	100
3055f49397f6797b6af3d93deaed571e	NR_073296	5537	6.24e-114	407.0	100.0	100	225	True	candidate_available	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula_mucilaginosa	NR_189977	Rhodotorula_mackellarae	6.24e-114	407.0	100.0	100
315a14f72987afaafb1b8701eaa0b075	NR_130682	5207	6.33e-114	407.0	99.561	100	228	True	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	NR_165941	Cryptococcus_gattii	6.33e-114	407.0	99.561	100
3307422fad2c09efd87bd795d113550c	NR_163312	2316195	6.33e-114	407.0	99.561	100	228	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon_exilis						
35f06e1185ad3c6c3effe47fae6c598c	NR_138276	241526	1.05e-150	530.0	99.003	100	301	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida_africana	NR_125332	Candida_albicans	3.4200000000000003e-144	508.0	100.0	93
3b19d4888b7cb5cae6d71495a64c1f99	NR_175033	798071	2.6499999999999998e-112	402.0	99.556	100	225	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma_chrysanthemicola						
3ca224352821ab4798e0ab4bb73ab267	NR_175188	2849271	6.33e-114	407.0	99.561	100	228	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Mycoaciella	Mycoaciella_efibulata						
3d5f170d59af5aa3757284a921c5a385	NR_130667	129132	6.33e-114	407.0	99.561	100	228	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis						
429ef104fcabfbb4b403c2c09309eadf	NR_119812	70558	6.33e-114	407.0	99.561	100	228	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_sumatraense	NR_153214	Penicillium_meleagrinum	7.71e-113	404.0	99.558	99
43071ca5a252d644aa64b30a517cdb84	NR_165938	4979	6.33e-114	407.0	99.561	100	228	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella_oryzae						
43b699344cd30824e9b375638111b901	NR_159865	246455	1e-124	443.0	100.0	100	245	False	candidate_available	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_foetens						
448deac40229a7efe42560189717e686	NR_119812	70558	9.39e-112	399.0	99.123	100	228	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_sumatraense	NR_153214	Penicillium_meleagrinum	3.28e-111	398.0	99.119	99
484bd431a65762338ef456a194b5348e	NR_111250	5482	6.100000000000001e-31	129.0	100.0	100	71	True	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida_tropicalis	NR_111409	Candida_buenavistaensis	6.100000000000001e-31	129.0	100.0	100
4932e029d9172067e8f5fd3ec92cf65f	NR_171595	1974180	9.39e-112	400.0	99.123	100	228	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_adpressus						
4e69eeb85eb9ec34c929b61a9a698d0e	NR_111355	114524	2.36e-81	298.0	100.0	93	165	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_kudriavzevii	NR_138272	Saccharomyces_paradoxus	2.36e-81	298.0	100.0	84
52ecfb22e1c990982f5951c06b4908b3	NR_073233	42661	6.33e-114	407.0	99.561	100	228	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Udeniomyces	Udeniomyces_pyricola						
53926185040b69b43d226af323a0598e	NR_130691	5478	1.49e-115	412.0	100.0	100	228	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus						
55c1f51cc4845985dae3c90e77b5d5b1	NR_111355	114524	7.71e-113	403.0	100.0	98	223	True	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_kudriavzevii	NR_138272	Saccharomyces_paradoxus	7.71e-113	403.0	100.0	98
56c2041c40052605a6924e3e9ceef831	NR_153253	1633329	1.49e-115	412.0	100.0	100	228	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus_variabilicolor	NR_119871	Pluteus_castroae	2.21e-113	406.0	99.563	100
5a06576196c23f808bdfe0399228553a	NR_173318	2843180	1.49e-115	412.0	100.0	100	228	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Candolleomyces	Candolleomyces_subminutisporus						
5aa8bf9dfef378818c857e66263bb473	NR_111530	887084	1.49e-115	412.0	100.0	100	228	True	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium_angustisporum	NR_111532	Cladosporium_exile	1.49e-115	412.0	100.0	100
5eb88a9a6282b223cd88dbc003040251	NR_130682	5207	1.49e-115	412.0	100.0	100	228	True	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	NR_165941	Cryptococcus_gattii	1.49e-115	412.0	100.0	100
61645f9cde6903edbbd03f5235efd2d1	NR_163515	5322	6.33e-114	407.0	99.561	100	228	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus_ostreatus						
628fa4d9864efdb099121fdc264211a5	NR_121299	5074	1.49e-115	412.0	100.0	100	228	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_brevicompactum	NR_138336	Penicillium_kongii	1.49e-115	412.0	100.0	100
641f531733565284c1dd59890b5a5e83	NR_154494	5325	1.49e-115	412.0	100.0	100	228	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes_versicolor						
661bf01ab3c55eee56f097097463b355	NR_111674	1134119	3.28e-111	398.0	99.127	100	229	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_mallochii	NR_153273	Penicillium_exsudans	4.87e-109	390.0	100.0	95
66b54e2a443f697f121c66c80dc95df9	NR_130691	5478	3.37e-59	224.0	100.0	100	124	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	NR_077073	Nakaseomyces_nivariensis	3.37e-59	224.0	100.0	92
674495db5026d621602634dd1d9ca190	NR_168823	2660709	5.11e-24	105.0	100.0	100	58	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_cuddlyae	NR_168826	Melanographium_phoenicis	5.11e-24	105.0	100.0	100
67f44c83f92569ef7a21c13966f48c49	NR_077149	41067	7.71e-113	403.0	99.123	100	228	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_candidus	NR_135396	Aspergillus_campestris	7.71e-113	403.0	99.123	100
6a9936467ea0ec25f21c078e03632613	NR_125332	5476	6.33e-114	407.0	99.561	100	228	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida_albicans						
6b364ee32451dd49784a71f534ef2bae	NR_121481	746128	6.42e-46	179.0	100.0	94	99	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	NR_138362	Aspergillus_oerlinghausenensis	6.42e-46	179.0	100.0	94
6c1fc4704aa612ba09b1cc742f0c67b2	NR_131315	4909	2.02e-153	539.0	99.668	100	301	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Pichia	Pichia_kudriavzevii						
6d5d5e8e8195643d12ad9f89722821ba	NR_174830	2777685	1.49e-115	412.0	100.0	100	228	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia_celtidis						
719c06db40daf054bc4b27a72600de75	NR_154752	129131	1.49e-115	412.0	100.0	100	228	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_debeurmannianum						
72dd04cf016a807b3f0ed8e3b52565b4	NR_125332	5476	1.49e-115	412.0	100.0	100	228	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida_albicans	NR_138276	Candida_africana	7.71e-113	403.0	99.123	100
754268c86474386269e578a4eb485b8a	NR_125332	5476	6.33e-114	407.0	99.561	100	228	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida_albicans						
79b8b59b62b6bcd94537b80830d7f47d	NR_130691	5478	3.4200000000000003e-144	508.0	100.0	93	281	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus						
7ec116ba801fe0dd6ad02c5516ba27b6	NR_111007	4932	1.11e-118	423.0	99.177	81	243	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae						
80e1bf7ccd84a6512dc5cc240266fbbc	NR_111475	76773	1.49e-115	412.0	100.0	100	228	False	candidate_available	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_globosa						
816d201ed9172ccf13a16767c31c90c9	NR_103583	76777	1.49e-115	412.0	100.0	100	228	False	candidate_available	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_sympodialis						
84b5c1c947a868e466363aca6892af10	NR_156261	1351734	6.33e-114	407.0	99.561	100	228	True	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophaeosphaeria	Setophaeosphaeria_sidae	NR_171716	Setophaeosphaeria_badalingensis	6.33e-114	407.0	99.561	100
88d9e26258cbe6803242c238c2455096	NR_171785	5207	2.45e-152	535.0	100.0	99	296	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	NR_165941	Cryptococcus_gattii	2.45e-152	535.0	99.668	100
8abbc3706d83fc336ad674b159566a26	NR_120057	1245691	3.07e-105	379.0	99.528	93	212	False	candidate_available	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Ophiognomonia	Ophiognomonia_asiatica						
8c82b71188e096be2feb08fd7d64d6a6	NR_073309	115111	4.44e-149	524.0	100.0	100	290	False	candidate_available	Eukaryota	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium_intermedium						
8fa01d73021156ed6e2382e0d80dec3a	NR_125332	5476	6.33e-114	407.0	99.561	100	228	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida_albicans						
93ca18c8326c68730665b16f4afc4c27	NR_154344	2024343	3.28e-111	398.0	99.556	99	225	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma_pye						
94c0d2deeddd5f1e709b971ddca5b96f	NR_163754	2562765	1.49e-115	412.0	100.0	100	228	True	candidate_available	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_pernambucanum	NR_164594	Fusarium_luffae	1.49e-115	412.0	100.0	100
96bf17ba3b4f9d5e0a21bebcbe3e6347	NR_126116	36080	2.22e-113	405.0	99.127	100	229	False	candidate_available	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_circinelloides						
99b9ce04c0575bc120dc13c27c6fbd61	NR_130682	5207	1.22e-97	352.0	100.0	86	195	True	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	NR_165941	Cryptococcus_gattii	1.22e-97	352.0	100.0	86
9b61ba42a163f182fb0517d16e21353b	NR_154540	89491	1.49e-115	412.0	100.0	100	228	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Xeromyces	Xeromyces_bisporus						
9c6a6a6806ecf36a83eea035327a4777	NR_144900	101480	1.49e-115	412.0	100.0	100	228	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	NR_173767	Trichophyton_indotineae	6.33e-114	407.0	99.561	100
9c70c6df883ccc8bc958aa9b237f3dcd	NR_168250	2710530	7.71e-113	403.0	99.123	100	228	False	candidate_available	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Leptosilliaceae	Leptosillia	Leptosillia_cordylinea						
9da0998852867aa3521b3fce0470f933	NR_171802	1867788	6.33e-114	407.0	99.561	100	228	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	unclassified_Hymenochaetales_family	Peniophorella	Peniophorella_crystallifera						
a264df5dbe2ffe5b564231684a02d56d	NR_111257	4950	6.33e-114	407.0	99.561	100	228	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora	Torulaspora_delbrueckii	NR_138200	Torulaspora_pretoriensis	2.69e-112	401.0	99.119	99
a65c458a2eaee29b99fc1cc9465e919e	NR_111530	887084	7.71e-113	403.0	99.123	100	228	True	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium_angustisporum	NR_111532	Cladosporium_exile	7.71e-113	403.0	99.123	100
a841082e3b16121e246a0a2ca1534c20	NR_156400	2126488	1.49e-115	412.0	100.0	100	228	True	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neodidymella	Neodidymella_thailandicum	NR_158235	Similiphoma_crystallifera	1.49e-115	412.0	100.0	100
a84c1b186e95fc28c77e0c58812ca7e5	NR_189881	2942256	1.49e-115	412.0	100.0	100	228	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fuscoporia	Fuscoporia_gilvoides	NR_172785	Fuscoporia_karsteniana	9.39e-112	399.0	99.123	100
a98e7da7571b7fd9f95c9e1ddfda6826	NR_154494	5325	2.69e-112	401.0	99.127	100	229	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes_versicolor						
ab224c39466ee6d32bd0cb957ff3bf07	NR_121481	746128	2e-153	538.0	100.0	100	298	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus						
ab4ff24c6768499d28626cb4e300616a	NR_175188	2849271	6.33e-114	407.0	99.561	100	228	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Mycoaciella	Mycoaciella_efibulata						
ab7c9f9f3b22be975b8ce431693e3ece	NR_137659	183959	1.49e-115	412.0	100.0	100	228	False	candidate_available	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces_carnicolor						
adda5ef25aa444e1e8e3dbf448184191	NR_111083	157611	2.21e-113	406.0	99.563	100	229	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Bullera	Bullera_alba						
af01a0d35b83bc29b5aed222ed1a3fa5	NR_126116	36080	4.29e-116	414.0	100.0	100	229	False	candidate_available	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_circinelloides						
b26396e1664e227b62d104f34fd92b40	NR_199208	2926393	7.71e-113	403.0	99.123	100	228	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Hyphodermataceae	Hyphoderma	Hyphoderma_mopanshanense						
b6d153f4aa1b7adc86d16ea7f46db14a	NR_120057	1245691	3.07e-105	379.0	99.528	93	212	False	candidate_available	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Ophiognomonia	Ophiognomonia_asiatica						
bbc5e3ab547288791a3a60ebe42ab10c	NR_168823	2660709	2.84e-28	120.0	100.0	100	66	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_cuddlyae	NR_168826	Melanographium_phoenicis	2.84e-28	120.0	100.0	100
bcfb019abaec65a6eeefd25b4a00e7f3	NR_168818	2572097	6.100000000000001e-31	129.0	100.0	100	71	True	candidate_available	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Reticulascaceae	Cylindrotrichum	Cylindrotrichum_submersum	NR_168826	Melanographium_phoenicis	6.100000000000001e-31	129.0	100.0	100
c694e89dc307e53cba3c2902c5b6c85d	NR_130667	129132	4.74e-155	544.0	100.0	100	301	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	NR_073246	Cutaneotrichosporon_mucoides	2.46e-152	535.0	99.336	100
c9724494bb18bcad90882e40457e048a	NR_125332	5476	6.33e-114	407.0	99.561	100	228	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida_albicans						
c9cf851cc8b151e77a0a03db7e8e5217	NR_130682	5207	6.33e-114	407.0	99.561	100	228	True	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	NR_165941	Cryptococcus_gattii	6.33e-114	407.0	99.561	100
cc572ce0686826cfa6fa0474048bea08	NR_175192	2908110	7.71e-113	403.0	99.123	100	228	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phlebiopsis	Phlebiopsis_odontoidea						
ccf3654d7cb955da43f548b2d4a6463a	NR_198413	3031043	1.49e-115	412.0	100.0	100	228	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon_muchuanensis	NR_198335	Xylodon_puerensis	7.71e-113	403.0	99.123	100
cd2d016625f7659f938c0f3d984dcfed	NR_136959	86828	1.49e-115	412.0	100.0	100	228	False	candidate_available	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces_ruberrimus	NR_137660	Sporobolomyces_phaffii	6.33e-114	407.0	99.561	100
ce2917ca97a6ed458f6df0078d2e50b8	NR_189918	3062332	6.33e-114	407.0	99.561	100	228	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_intercalariosporum						
d17228a9992e50708dfe3ab981c02b40	NR_077145	5076	4.74e-155	544.0	100.0	100	301	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	NR_103695	Penicillium_flavigenum	4.74e-155	544.0	100.0	100
