Module	Section	Sample Name	Source
FastQC	all_sections	3Z_1	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/3Z_1_fastqc.zip
FastQC	all_sections	ST4Z_2	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/ST4Z_2_fastqc.zip
FastQC	all_sections	ST4Q_1	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/ST4Q_1_fastqc.zip
FastQC	all_sections	PBSZ_2	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/PBSZ_2_fastqc.zip
FastQC	all_sections	3Q_2	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/3Q_2_fastqc.zip
FastQC	all_sections	PBSZ_1	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/PBSZ_1_fastqc.zip
FastQC	all_sections	4D_1	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/4D_1_fastqc.zip
FastQC	all_sections	4D_2	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/4D_2_fastqc.zip
FastQC	all_sections	4Q_2	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/4Q_2_fastqc.zip
FastQC	all_sections	STQ_1	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/STQ_1_fastqc.zip
FastQC	all_sections	STD_1	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/STD_1_fastqc.zip
FastQC	all_sections	ST4Z_1	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/ST4Z_1_fastqc.zip
FastQC	all_sections	4Q_1	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/4Q_1_fastqc.zip
FastQC	all_sections	4Z_1	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/4Z_1_fastqc.zip
FastQC	all_sections	3Z_2	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/3Z_2_fastqc.zip
FastQC	all_sections	4Z_2	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/4Z_2_fastqc.zip
FastQC	all_sections	3Q_1	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/3Q_1_fastqc.zip
FastQC	all_sections	2Z_2	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/2Z_2_fastqc.zip
FastQC	all_sections	3D_1	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/3D_1_fastqc.zip
FastQC	all_sections	2Q_1	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/2Q_1_fastqc.zip
FastQC	all_sections	3D_2	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/3D_2_fastqc.zip
FastQC	all_sections	2Z_1	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/2Z_1_fastqc.zip
FastQC	all_sections	2Q_2	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/2Q_2_fastqc.zip
FastQC	all_sections	1Z_2	/home/ksy/projects/ITSdetector/work/32/8795e4ff48eb5205a103ac4dac2250/1Z_2_fastqc.zip
