ASV	raw_hit_count	strict_cutoff_pass_hit_count	retained_top_n_count	selection_status
36461ec46bb917ed47cd574fbefddef4	127	127	5	candidate_available
387de4923eb7c1950b022e185327224b	83	83	5	candidate_available
3aff115ea9dc889997fec9ab39973349	108	108	5	candidate_available
3b1e3bee5d6ff21b4b0c0f956304b8d6	85	85	5	candidate_available
3b4804e27a65e63fcb5e309dd023eb58	113	113	5	candidate_available
3c251e4ab957b4744ba14e78227fd569	130	130	5	candidate_available
3ccc75f00bd3d144ceaa0391c4349da4	107	107	5	candidate_available
3f44577f73ab9162efce5c7fb027b424	114	114	5	candidate_available
416459bd47d3ee053c27c919d17b7758	84	84	5	candidate_available
42d420e7d403c74c113556d3aa5f7d95	97	97	5	candidate_available
4404a71ee8b8a868175be7a2bf9a30df	91	91	5	candidate_available
442ab96d28f454ce78c630de3babe890	80	80	5	candidate_available
44a05b01f5f5bea58a5e3a13e14d59fc	117	117	5	candidate_available
44f90264df134259ebc0896303d9a493	88	88	5	candidate_available
461408f78553b3df306b093f8114a076	162	162	5	candidate_available
4633194a0263db268947d953c3df2544	111	111	5	candidate_available
467a1a0fe603e21da0ad3925a4a2040e	124	124	5	candidate_available
4a9eebc6771e1b0950879ee3dd5c5c70	93	93	5	candidate_available
4bdd63f3ce013725020177990c0f88b4	81	81	5	candidate_available
4fe0a80f8c4b0a6cfc9a15c0926fd3f1	142	142	5	candidate_available
508bc8790f22bd6e6e7d77dbf30759fa	116	116	5	candidate_available
53c9feac786c2fec525605f3db4ae987	126	126	5	candidate_available
54c185729a43db8910321baddfea8807	84	84	5	candidate_available
54f44042aa65835826eb2207758c96d9	136	136	5	candidate_available
56bd90154fccd93f3ae9a9c168a3d352	110	110	5	candidate_available
56dd3123fef44895b66ffa154dcef3fd	99	99	5	candidate_available
57dff5e5f62d238d6f055b37452ac823	91	91	5	candidate_available
5abc90d2b893634cb4e369cb1b289c56	103	103	5	candidate_available
5bca0c643641a8a1dc9257cb476a4350	111	111	5	candidate_available
5c3158d98ae7185c37026511e5dbdb2c	125	125	5	candidate_available
5c36e4197af8694525d815e3fcfb8e1b	90	90	5	candidate_available
5caba2baca9ecddfad50b0b99c30129a	113	113	5	candidate_available
5cf59bf73d9d0377920b66b458d34daa	88	88	5	candidate_available
5db7d119f68cc612f70048a57d68fc13	131	131	5	candidate_available
5dc59752d7c7ad5bdc3b142a17e36f9d	75	75	5	candidate_available
5ff4ba68c58f439132951ac2836f4148	82	82	5	candidate_available
6092927047fe7a692354e4fd7c745e4c	91	91	5	candidate_available
60c4503cc5091926c0fe5039f5800884	84	84	5	candidate_available
61126afa4733fbaeff0e31a74c4e98ba	59	59	5	candidate_available
61352d1986de0e531503621118f45b90	93	93	5	candidate_available
6143c50035fe5fc5272475693b56bdf1	125	125	5	candidate_available
64a421accf97b206b9b5685b98f5362b	96	96	5	candidate_available
64ff5d05e3dad56364385a586b8236d4	100	100	5	candidate_available
668fa3bfa87c1f99cd925cf397f33b9d	101	101	5	candidate_available
66c79def06f0cc568a831f7334ed3eda	109	109	5	candidate_available
676abaa08ae3e87d0d6ca4eec8171cb4	76	76	5	candidate_available
67ac12c36ed74bf4b2ab4e260b63d49b	135	135	5	candidate_available
68dabd57307987843582c72e68a2476d	109	109	5	candidate_available
69d7a7d7c05039ce3b5be70ffacc089f	90	90	5	candidate_available
6a0e3aee96bfc2772cd53575935a9820	97	97	5	candidate_available
6a61a350e7bb425e4a7e3b25c45451ba	91	91	5	candidate_available
6a6ced4c67f0e53846c66a3878c89679	78	78	5	candidate_available
6ad6916c8792e0521d8ebf5ef3aeed16	116	116	5	candidate_available
6bc0377ff54d84a0270fdb17ac5ddf05	147	147	5	candidate_available
6e798e8bc9548a371c93ba316db79db7	119	119	5	candidate_available
6f34c4e55147d909ea49aec08ad12131	130	130	5	candidate_available
70025ad4639606e16dea1984c10d1e5f	78	78	5	candidate_available
7427e344a3b803c9806e8626c0012ce9	119	119	5	candidate_available
7786a01bd4219ab71a63750426db7244	124	124	5	candidate_available
78f1ff03d895408d0bbfc76f894befec	91	91	5	candidate_available
79267446d41d9eede7d4641c3f59b86e	104	104	5	candidate_available
7b0c2826eb7474c7abe104a585597010	145	145	5	candidate_available
7bae5c3eda249b5e319a1c10b526375b	119	119	5	candidate_available
7bcfb3ade16f38b45a1df52d34d64c4e	91	91	5	candidate_available
8030ebf24e656af8149aa73dc4f958ea	80	80	5	candidate_available
80656d9a953b600388a8d5b3284216b9	99	99	5	candidate_available
816f82f1c4b9b20db5c8823dd52cb136	126	126	5	candidate_available
826fd5dc6426f46bdf51bdc001f5e8f4	96	96	5	candidate_available
83655ec6fed41d9301498ede33f9fe72	93	93	5	candidate_available
838e5d450e7b14351a28fa2e38461e84	104	104	5	candidate_available
83da93600831577d6f76875ba26d9661	107	107	5	candidate_available
8424931b6de8bfc1cc5bc36b87754fe9	110	110	5	candidate_available
88bfe70998cfd35a12a909620792688a	128	128	5	candidate_available
897a37c049e111f2e2792037d2fc6c37	121	121	5	candidate_available
8a99e0cf4cc750c183d0799756d96ad0	113	113	5	candidate_available
8e0a7cf611e2ea31a051956de91b5e05	101	101	5	candidate_available
8e25974e8e7a661b1c1d180b4101cfce	81	81	5	candidate_available
8f430b4358071fffd96016bca9f08ac0	86	86	5	candidate_available
8f49b9d94608f4db3a83e066440a1940	78	78	5	candidate_available
90a30f03ca37989d3320d5abf225636d	105	105	5	candidate_available
913d6a6c7d51c84d30e4c47c884c6d07	118	118	5	candidate_available
91ed5a72b201f13a385a89abeee5e191	104	104	5	candidate_available
921f876dd61c8fdd639a56fbb16d7b6c	90	90	5	candidate_available
92773ca624ac5e50008077f8db4af76f	102	102	5	candidate_available
930b8a3cd5c6bff069c9063a99cd4afc	86	86	5	candidate_available
950d50b0de25bc9dca465fb972fc90ce	84	84	5	candidate_available
97453ab30a3666143045f217f306c8ce	92	92	5	candidate_available
98668f2433cc3fdfcf3c34e11d1ba521	83	83	5	candidate_available
98906e38db8e05a595f3c0efb3021003	115	115	5	candidate_available
98931596f0356707dc1093ebb37e9669	97	97	5	candidate_available
99db2e59f1430fe920de9f1dfaf6827b	87	87	5	candidate_available
99e63fe25fa4ee8bc4e2a4bcd0ad77fa	98	98	5	candidate_available
9a5e816b64a377469b4612b58111273e	94	94	5	candidate_available
9b348dda321c3c7240c36962ca827b97	9	9	5	candidate_available
9e0921e5bbd7ecf4d47f5134c8ca0d2a	85	85	5	candidate_available
9e9aed34ec9b46ddf8b4be25bd081d10	49	49	5	candidate_available
a0ccfed95b0637c91f74ee17fd6e7627	117	117	5	candidate_available
a52cdca0457164d0daa612a0ea60543e	122	122	5	candidate_available
a5a3ef9cd6b81c4902db04c8fbf42ada	79	79	5	candidate_available
a6f2328646e39b677ef9b36fb9d0fe1f	83	83	5	candidate_available
a8471a97a89292ee71b9e346420d69e1	96	96	5	candidate_available
a9862003c339ee2dd8dbc924014edc86	71	71	5	candidate_available
ab0d77b1519583edbf1bed05b8691759	105	105	5	candidate_available
abc7679572c0b1ba3de8661e079cb062	115	115	5	candidate_available
ac2a41d13de2fdfe15a3f03b5f738401	91	91	5	candidate_available
ac5f58eb564aba9ebbf608a7c30f3ee1	73	73	5	candidate_available
adddbb74b1a69c541419b3c1ae222b0b	118	118	5	candidate_available
ade857cfb8ef5522b94a08582fd1f830	84	84	5	candidate_available
b046f251007bcf28da1ecc6ab7bdac42	130	130	5	candidate_available
b228b4d00e715499fdce32e16b3f5a74	118	118	5	candidate_available
b4a8a1f40ecc093214c054a7af48b735	56	56	5	candidate_available
b5b9c2526e8ef4a0423d48453db784ce	112	112	5	candidate_available
b69023c2fa4f941f5e3dd0b8992986a6	90	90	5	candidate_available
b824e4d927813dd5b4c64fa745487857	134	134	5	candidate_available
b930655cdbda2d0f0758d5276c15600d	119	119	5	candidate_available
b940c7f16e902dd4f7b022ba34403921	57	57	5	candidate_available
b9971e7ed6a896d4364494eb339d9aab	76	76	5	candidate_available
b9c4559032ad8182443254a9dcf649dc	120	120	5	candidate_available
bc735706b2cac9f5c1211164aed408a6	95	95	5	candidate_available
bdd1298dc4d310e6e8843d32e7d3ccf2	118	118	5	candidate_available
c20373be96723055fe98fb270fa1644f	115	115	5	candidate_available
c3017cee759791c63e9536350bd70e59	121	121	5	candidate_available
c3b3863baf308516d9bae664ff9843c6	124	124	5	candidate_available
c3f0dd8fd4b6dd5006fabc5bcc3a6487	85	85	5	candidate_available
c4882dc60b49c95b93e46ef6e32dfc12	80	80	5	candidate_available
c522712a9fcdfa1fb6cfe40fc5b9cd9d	119	119	5	candidate_available
c5fc3fd35912da93c85f5c96bd65b76d	94	94	5	candidate_available
c67a5fd1ce96bcf6942bea2f1111936a	105	105	5	candidate_available
c89bc141df239be15bf707bdd443fa11	103	103	5	candidate_available
ca611572ed9359dd66fcb0cff64534b9	101	101	5	candidate_available
cadc4e9f5f1990bd77f040b0e7bc7ebd	112	112	5	candidate_available
cb2c0e20773df56a36e2a0f9eabe0e2d	97	97	5	candidate_available
cdd244abd5bf539f9d30cb7b2907eaa7	85	85	5	candidate_available
ce09f92e8ab71b4062be2fcbf797fc29	95	95	5	candidate_available
d03b42d094fc26abc401a439481e5e12	90	90	5	candidate_available
d05459c8d61194d8dcde4757fe7ae0fb	98	98	5	candidate_available
d06ee85ecbb1b97b12f84c0d16ead2e3	95	95	5	candidate_available
d0dd260d0fe8cfb01289969e39422e98	113	113	5	candidate_available
d41474f8e49115abf6f296e3fee6b8b1	104	104	5	candidate_available
d5a162c1881d5469ff29b9b9f460e83b	82	82	5	candidate_available
d5f4d4c61556cd9a88f8e7072585def2	89	89	5	candidate_available
d6e7806fe6c49f4c960a7210ce8b929b	89	89	5	candidate_available
d97e529002843bf4f22d9f84f696902d	88	88	5	candidate_available
dcc55e98f520f9d97db040a6f18089ed	107	107	5	candidate_available
dd71353a2d00bf3451a122a46a5e631e	85	85	5	candidate_available
dd8e55d527cabd71ce88988dc06eb8aa	86	86	5	candidate_available
e1824953c4f6846e8527e3e52997573d	88	88	5	candidate_available
e2e8f8a61f71f233f0988be837ebde76	57	57	5	candidate_available
e399dc7c0823811b06f9eea10fa4ea6c	81	81	5	candidate_available
e41e471e043e714cdac6ad0eecc8cdf5	127	127	5	candidate_available
e52555860813ba428db5125f3f1bcfc3	70	70	5	candidate_available
e6042d9d33d4676b7a7d6c7d232be5b0	115	115	5	candidate_available
e696a65744372846e5a5ad7901af11d5	54	54	5	candidate_available
e76ba80fe55d469a2f7883dffea1e3a2	117	117	5	candidate_available
e8f9c25e55b59219535e215c1b148c4d	112	112	5	candidate_available
ec1984762c2def53d14e8559d502eb63	121	121	5	candidate_available
ed1c2120a1da64cd9a0b5ea27488f1cd	85	85	5	candidate_available
ed3e9912ffac4094303328fb6a4ea10c	127	127	5	candidate_available
ede209db473731ebfe17f1dbf1c88156	101	101	5	candidate_available
ef4979826d864561698d80e1ef8e1f26	87	87	5	candidate_available
ef5b732f4220ffb4068dfff3f4590237	112	112	5	candidate_available
ef7cf9848db5544fe03fb7d411336533	121	121	5	candidate_available
efd82533963fb288f116c97705e40ede	101	101	5	candidate_available
f1c57273935879d23965899d63727f74	100	100	5	candidate_available
f2303e6f6a3249de1bbcb777452ec808	89	89	5	candidate_available
f8b9d66d9e1a866ff5a14ad5c8c4991a	88	88	5	candidate_available
f92a6f85062448c90ca17f26c5777cb0	95	95	5	candidate_available
f99cd28f84efab0680f5b5f07811d773	101	101	5	candidate_available
f9f6a23a053f51e186449e05d98261ce	81	81	5	candidate_available
f9f91a446fab387b809e7566d97ae0ea	93	93	5	candidate_available
fa4787cdae91213d04dc949409061c56	89	89	5	candidate_available
