1a947799bb1e2fa52ae4560b796f282e	900007	NR_130691	1.41e-89	315	100
57dff5e5f62d238d6f055b37452ac823	900009	NR_111007	2.35e-56	204	85
57dff5e5f62d238d6f055b37452ac823	900007	NR_130691	6.97e-12	56.5	32
53c9feac786c2fec525605f3db4ae987	900004	NR_077145	1.03e-85	302	100
53c9feac786c2fec525605f3db4ae987	900001	NR_121481	4.82e-79	279	100
3c251e4ab957b4744ba14e78227fd569	900001	NR_121481	3.75e-85	300	100
3c251e4ab957b4744ba14e78227fd569	900004	NR_077145	6.32e-78	276	100
3c251e4ab957b4744ba14e78227fd569	900003	NR_144900	2.41e-37	141	64
3c251e4ab957b4744ba14e78227fd569	900007	NR_130691	2.44e-27	108	41
3c251e4ab957b4744ba14e78227fd569	900006	NR_125332	3.16e-26	104	47
3c251e4ab957b4744ba14e78227fd569	900005	NR_130690	6.83e-23	93.5	47
2ce0943ee52455e0ef499cf2ef2d4e04	900004	NR_077145	4.79e-84	296	100
2ce0943ee52455e0ef499cf2ef2d4e04	900001	NR_121481	2.24e-77	274	100
2ce0943ee52455e0ef499cf2ef2d4e04	900003	NR_144900	2.37e-37	141	64
2ce0943ee52455e0ef499cf2ef2d4e04	900007	NR_130691	2.41e-27	108	41
2ce0943ee52455e0ef499cf2ef2d4e04	900006	NR_125332	3.11e-26	104	48
2ce0943ee52455e0ef499cf2ef2d4e04	900005	NR_130690	6.74e-23	93.5	47
