ASV	staxids	BLAST_Accession	BLAST_Evalue	BLAST_Bitscore	BLAST_Qcovus	BLAST_Pident	BLAST_AlignmentLength	BLAST_TaxID	BLAST_CandidateRank	BLAST_Kingdom	BLAST_Phylum	BLAST_Class	BLAST_Order	BLAST_Family	BLAST_Genus	BLAST_Species	selection_status
010b07e3b6da2a38547e45cd063dd63d	900006	NR_125332	4.379999999999999e-15	68.0	44	91.489	47	900006	4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	candidate_available
010b07e3b6da2a38547e45cd063dd63d	900007	NR_130691	5.33e-14	65.3	49	86.792	53	900007	5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
01bb26a8a1751eb3c5b4b7ecb7e47993	900007	NR_130691	2.48e-32	125.0	63	91.011	89	900007	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
01bb26a8a1751eb3c5b4b7ecb7e47993	900002	NR_171785	8.66e-32	123.0	45	90.909	88	900002	2	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_neoformans	candidate_available
01bb26a8a1751eb3c5b4b7ecb7e47993	900001	NR_121481	1.0499999999999999e-30	121.0	65	89.88799999999998	89	900001	3	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
01bb26a8a1751eb3c5b4b7ecb7e47993	900009	NR_111007	1.0499999999999999e-30	121.0	53	89.88799999999998	89	900009	4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
01bb26a8a1751eb3c5b4b7ecb7e47993	900003	NR_144900	1.0499999999999999e-30	121.0	42	89.88799999999998	89	900003	5	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
031b9c6bdcad084cb3a095a0d198cebd	900009	NR_111007	6.66e-08	44.6	56	100.0	24	900009	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
031b9c6bdcad084cb3a095a0d198cebd	900007	NR_130691	6.66e-08	44.6	44	100.0	24	900007	2	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
031b9c6bdcad084cb3a095a0d198cebd	900010	NR_130667	6.66e-08	44.6	41	100.0	24	900010	3	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	candidate_available
031b9c6bdcad084cb3a095a0d198cebd	900001	NR_121481	6.66e-08	44.6	39	100.0	24	900001	4	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
031b9c6bdcad084cb3a095a0d198cebd	900004	NR_077145	6.66e-08	44.6	36	100.0	24	900004	5	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	candidate_available
034dd71309f0853471154f43bc02abd1	900001	NR_121481	9.89e-06	37.4	53	100.0	20	900001	1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
034dd71309f0853471154f43bc02abd1	900005	NR_130690	9.89e-06	37.4	49	100.0	20	900005	2	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_keratoplasticum	candidate_available
034dd71309f0853471154f43bc02abd1	900004	NR_077145	9.89e-06	37.4	46	100.0	20	900004	3	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	candidate_available
034dd71309f0853471154f43bc02abd1	900003	NR_144900	9.89e-06	37.4	46	100.0	20	900003	4	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
034dd71309f0853471154f43bc02abd1	900009	NR_111007	9.89e-06	37.4	42	100.0	20	900009	5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
04054fce3ae97d78e67d2d454985add2	900001	NR_121481	9.89e-06	37.4	56	100.0	20	900001	1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
04054fce3ae97d78e67d2d454985add2	900004	NR_077145	9.89e-06	37.4	53	100.0	20	900004	2	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	candidate_available
04054fce3ae97d78e67d2d454985add2	900009	NR_111007	9.89e-06	37.4	48	100.0	20	900009	3	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
04054fce3ae97d78e67d2d454985add2	900003	NR_144900	9.89e-06	37.4	46	100.0	20	900003	4	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
04054fce3ae97d78e67d2d454985add2	900006	NR_125332	9.89e-06	37.4	38	100.0	20	900006	5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	candidate_available
04afb5de4ef391d0ab8c50f4bfe0e962	900001	NR_121481	2.82e-06	39.2	45	100.0	21	900001	1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
04afb5de4ef391d0ab8c50f4bfe0e962	900009	NR_111007	2.82e-06	39.2	43	100.0	21	900009	2	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
04afb5de4ef391d0ab8c50f4bfe0e962	900005	NR_130690	2.82e-06	39.2	41	100.0	21	900005	3	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_keratoplasticum	candidate_available
04afb5de4ef391d0ab8c50f4bfe0e962	900007	NR_130691	2.82e-06	39.2	40	100.0	21	900007	4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
04afb5de4ef391d0ab8c50f4bfe0e962	900003	NR_144900	2.82e-06	39.2	36	100.0	21	900003	5	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
05697bc7833ce61e4a0e0ca5e59744b4	900002	NR_171785	5.690000000000001e-20	85.1	62	89.06200000000003	64	900002	1	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_neoformans	candidate_available
05697bc7833ce61e4a0e0ca5e59744b4	900010	NR_130667	6.93e-19	81.5	69	89.06200000000003	64	900010	2	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	candidate_available
05697bc7833ce61e4a0e0ca5e59744b4	900008	NR_111475	1.03e-16	73.4	49	89.09100000000002	55	900008	3	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_globosa	candidate_available
05697bc7833ce61e4a0e0ca5e59744b4	900007	NR_130691	5.33e-14	65.3	54	86.792	53	900007	4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
05697bc7833ce61e4a0e0ca5e59744b4	900009	NR_111007	6.490000000000001e-13	61.7	43	86.792	53	900009	5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
05b496404be4e237c87028a88f649e1a	900001	NR_121481	0.00042	31.9	46	100.0	17	900001	1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
05b496404be4e237c87028a88f649e1a	900007	NR_130691	0.00042	31.9	45	100.0	17	900007	2	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
05b496404be4e237c87028a88f649e1a	900004	NR_077145	0.00042	31.9	43	100.0	17	900004	3	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	candidate_available
05b496404be4e237c87028a88f649e1a	900009	NR_111007	0.00042	31.9	43	100.0	17	900009	4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
05b496404be4e237c87028a88f649e1a	900003	NR_144900	0.00042	31.9	41	100.0	17	900003	5	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
0768181f519364a9439b4901c0812f7d	900007	NR_130691	2.48e-32	125.0	51	91.011	89	900007	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
0768181f519364a9439b4901c0812f7d	900002	NR_171785	8.66e-32	123.0	45	90.909	88	900002	2	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_neoformans	candidate_available
0768181f519364a9439b4901c0812f7d	900003	NR_144900	1.0499999999999999e-30	121.0	65	89.88799999999998	89	900003	3	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
0768181f519364a9439b4901c0812f7d	900001	NR_121481	1.0499999999999999e-30	121.0	57	89.88799999999998	89	900001	4	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
0768181f519364a9439b4901c0812f7d	900009	NR_111007	1.0499999999999999e-30	121.0	40	89.88799999999998	89	900009	5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
091b9ab07282fb2810730607e7c73a6b	900006	NR_125332	0.000127	31.9	76	100.0	17	900006	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	candidate_available
091b9ab07282fb2810730607e7c73a6b	900007	NR_130691	0.000127	31.9	48	100.0	17	900007	2	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
091b9ab07282fb2810730607e7c73a6b	900003	NR_144900	0.000127	31.9	44	100.0	17	900003	3	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
091b9ab07282fb2810730607e7c73a6b	900005	NR_130690	0.000127	31.9	39	100.0	17	900005	4	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_keratoplasticum	candidate_available
091b9ab07282fb2810730607e7c73a6b	900004	NR_077145	0.000127	31.9	31	100.0	17	900004	5	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	candidate_available
0ae1e837235a2579609ba6290feae7d9	900007	NR_130691	1.0499999999999999e-30	121.0	51	89.88799999999998	89	900007	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
0ae1e837235a2579609ba6290feae7d9	900002	NR_171785	3.68e-30	119.0	45	89.773	88	900002	2	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_neoformans	candidate_available
0ae1e837235a2579609ba6290feae7d9	900003	NR_144900	1.2799999999999998e-29	116.0	65	88.764	89	900003	3	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
0ae1e837235a2579609ba6290feae7d9	900001	NR_121481	1.2799999999999998e-29	116.0	57	88.764	89	900001	4	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
0ae1e837235a2579609ba6290feae7d9	900009	NR_111007	1.2799999999999998e-29	116.0	42	88.764	89	900009	5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
0b670ea5bad69a636e48836a55475086	900007	NR_130691	2.48e-32	125.0	47	91.011	89	900007	1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
0b670ea5bad69a636e48836a55475086	900002	NR_171785	8.66e-32	123.0	40	90.909	88	900002	2	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_neoformans	candidate_available
0b670ea5bad69a636e48836a55475086	900003	NR_144900	1.0499999999999999e-30	121.0	62	89.88799999999998	89	900003	3	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
0b670ea5bad69a636e48836a55475086	900001	NR_121481	1.0499999999999999e-30	121.0	55	89.88799999999998	89	900001	4	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
0b670ea5bad69a636e48836a55475086	900009	NR_111007	1.0499999999999999e-30	121.0	49	89.88799999999998	89	900009	5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
0b9eb13a7db8bebd0a71d05bfce5f411	900002	NR_171785	5.67e-20	85.1	55	89.06200000000003	64	900002	1	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_neoformans	candidate_available
0b9eb13a7db8bebd0a71d05bfce5f411	900010	NR_130667	6.9e-19	81.5	61	89.06200000000003	64	900010	2	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	candidate_available
0b9eb13a7db8bebd0a71d05bfce5f411	900008	NR_111475	1.02e-16	73.4	39	89.09100000000002	55	900008	3	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_globosa	candidate_available
0b9eb13a7db8bebd0a71d05bfce5f411	900007	NR_130691	5.31e-14	65.3	53	86.792	53	900007	4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
0b9eb13a7db8bebd0a71d05bfce5f411	900009	NR_111007	6.459999999999999e-13	61.7	42	86.792	53	900009	5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
0d2054ad18668ff06200cd375bad78fc	900010	NR_130667	1.9599999999999998e-19	82.4	59	90.0	60	900010	1	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	candidate_available
0d2054ad18668ff06200cd375bad78fc	900008	NR_111475	1.01e-16	73.4	59	86.667	60	900008	2	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_globosa	candidate_available
0d2054ad18668ff06200cd375bad78fc	900002	NR_171785	1.83e-13	63.5	55	84.211	57	900002	3	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_neoformans	candidate_available
0d2054ad18668ff06200cd375bad78fc	900009	NR_111007	7.8e-12	57.2	58	84.906	53	900009	4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	candidate_available
0d2054ad18668ff06200cd375bad78fc	900007	NR_130691	2.72e-11	56.3	61	83.01899999999998	53	900007	5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
0d2a77295862dea2a5fc3940be192278	900004	NR_077145	0.001	30.1	44	100.0	16	900004	1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	candidate_available
0d2a77295862dea2a5fc3940be192278	900003	NR_144900	0.001	30.1	43	100.0	16	900003	2	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
0d2a77295862dea2a5fc3940be192278	900001	NR_121481	0.001	30.1	41	100.0	16	900001	3	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
0d2a77295862dea2a5fc3940be192278	900007	NR_130691	0.001	30.1	39	100.0	16	900007	4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
0d2a77295862dea2a5fc3940be192278	900006	NR_125332	0.001	30.1	37	100.0	16	900006	5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	candidate_available
0d3edc0897c2b3a22e9e71d741ee679e	900002	NR_171785	3.84e-22	92.4	45	92.063	63	900002	1	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_neoformans	candidate_available
0d3edc0897c2b3a22e9e71d741ee679e	900010	NR_130667	4.670000000000001e-21	88.7	56	92.063	63	900010	2	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	candidate_available
0d3edc0897c2b3a22e9e71d741ee679e	900008	NR_111475	2.42e-18	79.7	52	91.071	56	900008	3	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_globosa	candidate_available
0d3edc0897c2b3a22e9e71d741ee679e	900006	NR_125332	6.490000000000001e-13	61.7	37	86.275	51	900006	4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	candidate_available
0d3edc0897c2b3a22e9e71d741ee679e	900007	NR_130691	6.490000000000001e-13	60.8	71	84.906	53	900007	5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
0dc05c777d2a965f0a5d08d7b7a56458	900003	NR_144900	4.09e-28	112.0	62	93.421	76	900003	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
0dc05c777d2a965f0a5d08d7b7a56458	900001	NR_121481	1.74e-26	105.0	72	88.235	85	900001	2	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
0dc05c777d2a965f0a5d08d7b7a56458	900004	NR_077145	1.74e-26	105.0	60	88.235	85	900004	3	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	candidate_available
0dc05c777d2a965f0a5d08d7b7a56458	900007	NR_130691	1.1e-22	93.3	48	96.429	56	900007	4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
0dc05c777d2a965f0a5d08d7b7a56458	900006	NR_125332	1.1e-22	93.3	64	84.27	89	900006	5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	candidate_available
0e3a92d5368de742d7e37a8b3d7f4bfa	900003	NR_144900	6.829999999999997e-89	313.0	82	100.0	173	900003	1	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
0e3a92d5368de742d7e37a8b3d7f4bfa	900001	NR_121481	2.91e-68	244.0	100	92.814	167	900001	2	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
0e3a92d5368de742d7e37a8b3d7f4bfa	900004	NR_077145	2.2399999999999992e-63	228.0	100	91.617	167	900004	3	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	candidate_available
0e3a92d5368de742d7e37a8b3d7f4bfa	900007	NR_130691	1.41e-59	215.0	84	96.899	129	900007	4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
0e3a92d5368de742d7e37a8b3d7f4bfa	900005	NR_130690	2.549999999999999e-56	205.0	82	92.308	143	900005	5	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_keratoplasticum	candidate_available
0f360b09103c67271c91a7874e444b09	900002	NR_171785	3.15e-23	96.0	77	75.155	161	900002	1	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_neoformans	candidate_available
0f360b09103c67271c91a7874e444b09	900008	NR_111475	4.379999999999999e-15	68.9	45	85.484	62	900008	2	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_globosa	candidate_available
0f360b09103c67271c91a7874e444b09	900007	NR_130691	1.53e-14	67.1	55	82.81200000000003	64	900007	3	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
0f360b09103c67271c91a7874e444b09	900006	NR_125332	5.33e-14	65.3	49	86.792	53	900006	4	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_albicans	candidate_available
0f360b09103c67271c91a7874e444b09	900010	NR_130667	5.33e-14	65.3	55	83.07700000000001	65	900010	5	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	candidate_available
0f3757bb9559984673430e50398b09b4	900004	NR_077145	7.4e-25	101.0	100	71.545	246	900004	1	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	candidate_available
0f3757bb9559984673430e50398b09b4	900005	NR_130690	3.15e-23	96.0	100	70.196	255	900005	2	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_keratoplasticum	candidate_available
0f3757bb9559984673430e50398b09b4	900003	NR_144900	1.1e-22	93.3	62	86.84200000000001	76	900003	3	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	candidate_available
0f3757bb9559984673430e50398b09b4	900001	NR_121481	5.690000000000001e-20	85.1	67	82.955	88	900001	4	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	candidate_available
0f3757bb9559984673430e50398b09b4	900007	NR_130691	2.95e-17	76.1	53	90.741	54	900007	5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus	candidate_available
0fa00e784c08052273ca73e81a15e062	900010	NR_130667	1.99e-19	83.3	43	89.23100000000002	65	900010	1	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	candidate_available
