ASV	BLAST_Top1_Accession	BLAST_Top1_TaxID	BLAST_Top1_Evalue	BLAST_Top1_Bitscore	BLAST_Top1_Pident	BLAST_Top1_Qcovus	BLAST_Top1_AlignmentLength	BLAST_AmbiguousTopHit	BLAST_SelectionStatus	BLAST_Top1_Kingdom	BLAST_Top1_Phylum	BLAST_Top1_Class	BLAST_Top1_Order	BLAST_Top1_Family	BLAST_Top1_Genus	BLAST_Top1_Species	BLAST_Top2_Accession	BLAST_Top2_Species	BLAST_Top2_Evalue	BLAST_Top2_Bitscore	BLAST_Top2_Pident	BLAST_Top2_Qcovus
3aff115ea9dc889997fec9ab39973349	NR_130667	129132	1.98e-80	295.0	100.0	100	163	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis	NR_073246	Cutaneotrichosporon_mucoides	8.410000000000001e-79	290.0	99.387	100
3c251e4ab957b4744ba14e78227fd569	NR_121481	746128	7.01e-80	294.0	99.394	100	165	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	NR_138362	Aspergillus_oerlinghausenensis	7.01e-80	294.0	99.394	100
3f44577f73ab9162efce5c7fb027b424	NR_175188	2849271	3.36e-84	308.0	99.422	100	173	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Mycoaciella	Mycoaciella_efibulata						
42d420e7d403c74c113556d3aa5f7d95	NR_073296	5537	9.5e-85	309.0	100.0	100	171	True	candidate_available	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula_mucilaginosa	NR_189977	Rhodotorula_mackellarae	9.5e-85	309.0	100.0	100
4404a71ee8b8a868175be7a2bf9a30df	NR_111083	157611	1.17e-83	306.0	99.425	100	174	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Bullera	Bullera_alba						
4633194a0263db268947d953c3df2544	NR_130682	5207	3.36e-84	308.0	99.422	100	173	True	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	NR_165941	Cryptococcus_gattii	3.36e-84	308.0	99.422	100
4a9eebc6771e1b0950879ee3dd5c5c70	NR_144909	5580	4.65e-69	257.0	100.0	92	142	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_pullulans						
4fe0a80f8c4b0a6cfc9a15c0926fd3f1	NR_119677	1150118	1.48e-75	279.0	99.363	99	157	True	candidate_available	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Ophiognomonia	Ophiognomonia_pseudoischnostyla	NR_120057	Ophiognomonia_asiatica	1.48e-75	279.0	99.363	99
508bc8790f22bd6e6e7d77dbf30759fa	NR_130682	5207	3.36e-84	308.0	99.422	100	173	True	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	NR_165941	Cryptococcus_gattii	3.36e-84	308.0	99.422	100
53c9feac786c2fec525605f3db4ae987	NR_077145	5076	1.98e-80	295.0	100.0	100	163	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	NR_103695	Penicillium_flavigenum	1.98e-80	295.0	100.0	100
54f44042aa65835826eb2207758c96d9	NR_119812	70558	4.92e-82	301.0	99.415	100	171	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_sumatraense	NR_153214	Penicillium_meleagrinum	4.92e-82	301.0	99.415	100
57dff5e5f62d238d6f055b37452ac823	NR_111007	4932	8.949999999999999e-52	199.0	100.0	85	110	True	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	NR_111355	Saccharomyces_kudriavzevii	8.949999999999999e-52	199.0	100.0	85
5abc90d2b893634cb4e369cb1b289c56	NR_163312	2316195	3.36e-84	308.0	99.422	100	173	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon_exilis						
5c3158d98ae7185c37026511e5dbdb2c	NR_153273	2029262	2.85e-78	288.0	100.0	100	159	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_exsudans	NR_111674	Penicillium_mallochii	1.7999999999999997e-74	276.0	99.363	98
5c36e4197af8694525d815e3fcfb8e1b	NR_130667	129132	8.410000000000001e-79	290.0	99.387	100	163	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis						
5caba2baca9ecddfad50b0b99c30129a	NR_137660	183961	7.9e-86	313.0	100.0	100	173	False	candidate_available	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces_phaffii	NR_136959	Sporobolomyces_ruberrimus	3.36e-84	308.0	99.422	100
6092927047fe7a692354e4fd7c745e4c	NR_130667	129132	1.98e-80	295.0	100.0	100	163	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis						
60c4503cc5091926c0fe5039f5800884	NR_154344	2024343	2.1700000000000002e-66	248.0	100.0	97	137	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma_pye						
61126afa4733fbaeff0e31a74c4e98ba	NR_163754	2562765	2.05e-73	271.0	100.0	100	150	True	candidate_available	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_pernambucanum	NR_164594	Fusarium_luffae	2.05e-73	271.0	100.0	100
6143c50035fe5fc5272475693b56bdf1	NR_125332	5476	2.05e-73	271.0	100.0	100	150	True	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida_albicans	NR_138276	Candida_africana	2.05e-73	271.0	100.0	100
64ff5d05e3dad56364385a586b8236d4	NR_131315	4909	2.38e-79	291.0	100.0	100	161	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Pichia	Pichia_kudriavzevii						
6a0e3aee96bfc2772cd53575935a9820	NR_137143	230003	9.88e-78	286.0	100.0	100	158	True	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_destruens	NR_158361	Alternaria_doliconidium	9.88e-78	286.0	100.0	100
6ad6916c8792e0521d8ebf5ef3aeed16	NR_144900	101480	7.9e-86	313.0	100.0	100	173	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton_interdigitale	NR_173767	Trichophyton_indotineae	3.36e-84	308.0	99.422	100
6bc0377ff54d84a0270fdb17ac5ddf05	NR_111475	76773	7.9e-86	313.0	100.0	100	173	False	candidate_available	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_globosa						
6f34c4e55147d909ea49aec08ad12131	NR_153253	1633329	7.9e-86	313.0	100.0	100	173	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus_variabilicolor	NR_119871	Pluteus_castroae	1.17e-83	306.0	99.425	100
79267446d41d9eede7d4641c3f59b86e	NR_163515	5322	3.36e-84	308.0	99.422	100	173	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus_ostreatus						
7b0c2826eb7474c7abe104a585597010	NR_119677	1150118	1.48e-75	279.0	99.363	99	157	True	candidate_available	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Ophiognomonia	Ophiognomonia_pseudoischnostyla	NR_120057	Ophiognomonia_asiatica	1.48e-75	279.0	99.363	99
7bae5c3eda249b5e319a1c10b526375b	NR_077145	5076	8.410000000000001e-79	290.0	99.387	100	163	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	NR_103695	Penicillium_flavigenum	8.410000000000001e-79	290.0	99.387	100
80656d9a953b600388a8d5b3284216b9	NR_125332	5476	2.05e-73	271.0	100.0	100	150	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida_albicans						
826fd5dc6426f46bdf51bdc001f5e8f4	NR_111257	4950	7.9e-86	313.0	100.0	100	173	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Torulaspora	Torulaspora_delbrueckii	NR_138200	Torulaspora_pretoriensis	1.17e-83	306.0	99.419	99
83da93600831577d6f76875ba26d9661	NR_130691	5478	7.9e-86	313.0	100.0	100	173	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus						
8424931b6de8bfc1cc5bc36b87754fe9	NR_103568	106018	3.36e-84	308.0	99.422	100	173	False	candidate_available	Eukaryota	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium_slooffiae						
88bfe70998cfd35a12a909620792688a	NR_077145	5076	1.98e-80	295.0	100.0	100	163	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	NR_103695	Penicillium_flavigenum	1.98e-80	295.0	100.0	100
8a99e0cf4cc750c183d0799756d96ad0	NR_138193	27293	3.36e-84	308.0	99.422	100	173	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Monosporozyma	Monosporozyma_servazzii						
8f49b9d94608f4db3a83e066440a1940	NR_111042	5412	3.36e-84	308.0	99.422	100	173	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium_capitatum						
90a30f03ca37989d3320d5abf225636d	NR_189918	3062332	6.05e-74	274.0	99.351	100	154	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_intercalariosporum						
91ed5a72b201f13a385a89abeee5e191	NR_165528	2517349	3.21e-71	265.0	99.329	95	149	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_tumuli	NR_165531	Talaromyces_malicola	1.12e-70	263.0	99.324	94
921f876dd61c8fdd639a56fbb16d7b6c	NR_156400	2126488	4.11e-76	280.0	100.0	100	155	True	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neodidymella	Neodidymella_thailandicum	NR_158235	Similiphoma_crystallifera	4.11e-76	280.0	100.0	100
97453ab30a3666143045f217f306c8ce	NR_198413	3031043	3.36e-84	308.0	99.422	100	173	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon_muchuanensis						
98906e38db8e05a595f3c0efb3021003	NR_121299	5074	8.230000000000001e-79	289.0	100.0	100	160	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_brevicompactum	NR_138315	Penicillium_patris-mei	8.230000000000001e-79	289.0	100.0	100
a0ccfed95b0637c91f74ee17fd6e7627	NR_154540	89491	7.9e-86	313.0	100.0	100	173	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Xeromyces	Xeromyces_bisporus						
a8471a97a89292ee71b9e346420d69e1	NR_136120	1579462	4.2e-76	281.0	99.367	100	158	True	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_iridiaustralis	NR_137143	Alternaria_destruens	4.2e-76	281.0	99.367	100
a96b33c75863bb9141c51c3ee039fe7d	NR_119605	1052096	7.09e-73	269.0	100.0	100	149	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium_halotolerans						
aa52e53101323b1d05f8c4c6834dd1e2	NR_159865	246455	7.09e-73	269.0	100.0	100	149	False	candidate_available	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_foetens						
abc7679572c0b1ba3de8661e079cb062	NR_154752	129131	1.65e-81	298.0	100.0	100	165	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_debeurmannianum						
ac2a41d13de2fdfe15a3f03b5f738401	NR_154494	5325	7.9e-86	313.0	100.0	100	173	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes_versicolor						
bf5afd9666ef3dc3c2c777c514786f97	NR_131315	4909	1.01e-77	287.0	99.379	100	161	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Pichia	Pichia_kudriavzevii						
c20373be96723055fe98fb270fa1644f	NR_138193	27293	7.9e-86	313.0	100.0	100	173	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Monosporozyma	Monosporozyma_servazzii						
c4882dc60b49c95b93e46ef6e32dfc12	NR_119840	102000	2.46e-72	268.0	100.0	100	148	True	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium_colocasiae	NR_119855	Cladosporium_tenuissimum	2.46e-72	268.0	100.0	100
c522712a9fcdfa1fb6cfe40fc5b9cd9d	NR_136959	86828	7.9e-86	313.0	100.0	100	173	False	candidate_available	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces_ruberrimus	NR_137660	Sporobolomyces_phaffii	3.36e-84	308.0	99.422	100
c89bc141df239be15bf707bdd443fa11	NR_119631	445179	1.19e-76	282.0	100.0	100	156	True	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Dissoconiaceae	Dissoconium	Dissoconium_eucalypti	NR_166556	Dissoconium_nelumbonis	1.19e-76	282.0	100.0	100
cadc4e9f5f1990bd77f040b0e7bc7ebd	NR_130691	5478	7.9e-86	313.0	100.0	100	173	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus						
d05459c8d61194d8dcde4757fe7ae0fb	NR_125332	5476	8.710000000000002e-72	267.0	99.333	100	150	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida_albicans						
d06ee85ecbb1b97b12f84c0d16ead2e3	NR_111839	1280835	1.02e-70	262.0	100.0	100	145	True	candidate_available	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis_caroliniana	NR_151843	Botrytis_californica	1.02e-70	262.0	100.0	100
d0dd260d0fe8cfb01289969e39422e98	NR_130682	5207	7.9e-86	313.0	100.0	100	173	True	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	NR_165941	Cryptococcus_gattii	7.9e-86	313.0	100.0	100
d41474f8e49115abf6f296e3fee6b8b1	NR_111348	5061	2.02e-80	296.0	99.398	100	166	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_niger	NR_137513	Aspergillus_welwitschiae	2.02e-80	296.0	99.398	100
d5f4d4c61556cd9a88f8e7072585def2	NR_158231	749468	1.42e-75	279.0	100.0	100	154	True	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Boeremia	Boeremia_exigua	NR_158252	Boeremia_trachelospermi	1.42e-75	279.0	100.0	100
d97e529002843bf4f22d9f84f696902d	NR_130667	129132	8.410000000000001e-79	290.0	99.387	100	163	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis						
dcc55e98f520f9d97db040a6f18089ed	NR_145121	445188	4.23e-69	257.0	100.0	100	142	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	Ramularia_eucalypti	NR_154912	Ramularia_plurivora	1.8e-67	252.0	99.296	100
dd71353a2d00bf3451a122a46a5e631e	NR_173318	2843180	7.9e-86	313.0	100.0	100	173	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Candolleomyces	Candolleomyces_subminutisporus						
e399dc7c0823811b06f9eea10fa4ea6c	NR_111530	887084	2.46e-72	268.0	100.0	100	148	True	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium_angustisporum	NR_111532	Cladosporium_exile	2.46e-72	268.0	100.0	100
e6042d9d33d4676b7a7d6c7d232be5b0	NR_121481	746128	1.65e-81	298.0	100.0	100	165	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	NR_138362	Aspergillus_oerlinghausenensis	1.27e-76	283.0	99.371	96
ec1984762c2def53d14e8559d502eb63	NR_111007	4932	4.09e-83	305.0	99.422	100	173	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	NR_111355	Saccharomyces_kudriavzevii	4.09e-83	304.0	100.0	97
ed1c2120a1da64cd9a0b5ea27488f1cd	NR_154344	2024343	2.15e-66	249.0	99.286	100	140	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma_pye						
ed3e9912ffac4094303328fb6a4ea10c	NR_130690	1328300	1.3999999999999998e-82	303.0	99.412	100	170	False	candidate_available	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_keratoplasticum						
ede209db473731ebfe17f1dbf1c88156	NR_156261	1351734	6.05e-74	274.0	99.351	100	154	True	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophaeosphaeria	Setophaeosphaeria_sidae	NR_171716	Setophaeosphaeria_badalingensis	6.05e-74	274.0	99.351	100
ef5b732f4220ffb4068dfff3f4590237	NR_073309	115111	6.650000000000001e-107	383.0	100.0	100	212	False	candidate_available	Eukaryota	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium_intermedium						
ef7cf9848db5544fe03fb7d411336533	NR_119386	42374	4.11e-76	280.0	100.0	100	155	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida_dubliniensis						
f1c57273935879d23965899d63727f74	NR_111728	1235455	5.71e-81	297.0	100.0	100	164	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_cibarius	NR_131286	Aspergillus_ruber	5.71e-81	297.0	100.0	100
fa4787cdae91213d04dc949409061c56	NR_155027	1795765	7.9e-86	313.0	100.0	100	173	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	Phanerochaete_concrescens						
